CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,SFR,DISA STIG,CIS Benchmark,CIS v8,CMMC,indigo,CCI,Severity,Modified Rule
CCE-93410-9,os_airplay_password_require,Require the User to Enter a Password when Connecting to an AirPlay-enabled device for the First Time.,"When a user is allowed to use AirPlay without a password, it may mistakenly associate the iPhone and iPad with an AirPlay-enabled device other than the one intended (i.e., by choosing the wrong one from the AirPlay list displayed). This creates the potential for someone in control of a mistakenly associated device to obtain DoD sensitive information without authorization. Requiring a password before such an association mitigates this risk. Passwords do not require any administration and are not required to comply with any complexity requirements.
",Manual, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceAirPlayOutgoingRequestsPairingPassword</key>
<true/>
----

",IA-3,,,FMT_SMF_EXT.1.1 #40,"AIOS-17-010900
AIOS-17-710900",,,,ANNEX K,CCI-000063,low,
CCE-93469-5,os_airprint_disable,Disable AirPrint,"The iOS built-in AirPrint capability _MUST_ be disabled.

The service AirPrint _MUST_ be disabled to prevent intendedly printing content on unknown printers and leaking data.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowAirPrint</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-93470-3,os_airprint_force_trusted_TLS,Requires trusted certificates for TLS printing communication,"The service AirPrint _MUST_ be configured to require trusted certificates for TLS printing communication.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceAirPrintTrustedTLSRequirement</key>
<true/>
----

",AC-17(02),,,,,,,,ANNEX K,,,
CCE-93411-7,os_allow_contacts_read_managed_sources_unmanaged_destinations_disable,Ensure Managed Apps Cannot Read Unmanaged Contact Accounts,Managed Apps _MUST_ not be allowed to read contacts from unamanged contact destinations. ,Manual, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowUnmanagedToReadManagedContacts</key>
<false/>
----

","AC-3
MP-2
SC-7(10)
SC-39",,,"FMT_SMF_EXT.1.1 #42
FDP_ACF_EXT.1.2","AIOS-17-012400
AIOS-17-712400",,,,"ANNEX D (Section 5.6.3 - Contacts)
ANNEX K","CCI-000366
CCI-000051
CCI-000370",low,
CCE-93412-5,os_allow_contacts_write_managed_sources_unmanaged_destinations_disable,Ensure Managed Apps Cannot Write to Unmanaged Contact Accounts,Managed Apps _MUST_ not be allowed to write contacts to unamanged contact destinations.  ,Manual,,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowManagedToWriteUnmanagedContacts</key>
<false/>
----

","AC-3
MP-2
SC-7(10)
SC-39",,,"FMT_SMF_EXT.1.1 #42
FDP_ACF_EXT.1.2","AIOS-17-012300
AIOS-17-712300",,3.3,,"ANNEX D (Section 5.6.3 - Contacts)
ANNEX K","CCI-000366
CCI-000051
CCI-000370",low,
CCE-93413-3,os_allow_documents_managed_sources_unmanaged_destinations_disable,Ensure Allow documents from managed sources in unmanaged destinations is set to Disabled,"Documents from managed sources _MUST_ not be allowed in unmanaged destinations.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowOpenFromManagedToUnmanaged</key>
<false/>
----

","AC-3
MP-2
SC-7(10)
SC-39",,,"FMT_SMF_EXT.1.1 #42
FDP_ACF_EXT.1.2","AIOS-17-009700
AIOS-17-709700",2.2.1.8 (level 1 - End-User Owned Devices)3.2.1.21 (level 1 - Institutionally-Owned Devices),3.3,,"ANNEX D (Section 5.6.3 - Contacts)
ANNEX K","CCI-002233
CCI-002530",medium,
CCE-93414-1,os_allow_documents_unmanaged_sources_managed_destinations_disable,Ensure Allow documents from unmanaged sources in managed destinations is set to Disabled,"Documents from unmanaged sources _MUST_ not be allowed in managed destinations.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowOpenFromUnmanagedToManaged</key>
<false/>
----

","AC-3
MP-2
SC-7(10)
SC-39",,,,AIOS-17-714900,2.2.1.9 (level 1 - End-User Owned Devices)3.2.1.22 (level 1 - Institutionally-Owned Devices),3.3,,"ANNEX D (section 5.8.3 - Institutional procurement)
ANNEX K",,,
CCE-93415-8,os_apple_watch_pairing_disable,Ensure Apple Watch Pairing is Disabled,"Pairing an Apple Watch _MUST_ be disabled.

NOTE: Any currently paired Apple Watch is unpaired and the watch's content is erased.
",Manual,,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowPairedWatch</key>
<false/>
----

","CM-7
CM-7(1)",,,FMT_SMF_EXT.1.1 #47,AIOS-17-012600,,,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-93416-6,os_apple_watch_wrist_detection_enable,Ensure Force Apple Watch wrist detection is set to Enabled,"Wrist detection _MUST_ be enabled for paired Apple Watches.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceWatchWristDetection</key>
<true/>
----

","AC-3
CM-7
CM-7(1)",,,FMT_SMF_EXT.1.1 #47,"AIOS-17-011800
AIOS-17-711800",2.2.1.13 (level 1 - End-User Owned Devices)3.2.1.27 (level 1 - Institutionally-Owned Devices),3.3,,,CCI-000381,low,
CCE-93417-4,os_application_allow_list,Define Allowed Applications,"Requiring all authorized applications to be in an application allow list prevents the execution of any applications (e.g., unauthorized, malicious) that are not part of the allow list. Failure to configure an application allow list properly could allow unauthorized and malicious applications to be downloaded, installed, and executed on the mobile device, causing a compromise of DoD data accessible by these applications. Applications with the listed characteristics have features that can cause the compromise of sensitive DoD data or have features with no known application in the DoD environment.

Application note: The application allow list, in addition to controlling the installation of applications on the MDM, must control user access/execution of all core and preinstalled applications, or the MDM must provide an alternate method of restricting user access/execution to core and preinstalled applications.

Core application: Any application integrated into the OS by the OS or MDM vendors.

Preinstalled application: Additional noncore applications included in the OS build by the OS vendor, MDM vendor, or wireless carrier.

NOTE: See rule YAML file for implementation comments.",Manual, ,,This is implemented by a Configuration Profile,"CM-7
CM-7(5)",,,FMT_SMF_EXT.1.1 #8b,"AIOS-17-007400
AIOS-17-707400",,,,ANNEX D (Section 5.8 - App-Installation),CCI-000366,medium,
CCE-93471-1,os_application_deny_list,Apps not allowed on the device,"In case specific apps are allowed to be used on the device a specific list _SHOULD_VALUEONDEMAND_ needs to be defined by the MDM. These apps will not open on the device.
",Configuration Profile, ,,"This is implemented by a Configuration Profile.
",,,,,,,,,"ANNEX D (Section 5.8 - App-Installation)
ANNEX N",,,
CCE-93418-2,os_authentication_password_autofill_enable,Ensure Require Touch ID / Face ID authentication before AutoFill is set to Enabled,"Re-authentication _MUST_ be enabled at each Autofill operation.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceAuthenticationBeforeAutoFill</key>
<true/>
----

","AC-3
IA-11",,,,,3.2.1.26 (level 1 - Institutionally-Owned Devices),3.3,,ANNEX K,,,
CCE-93472-9,os_auto_correction_disable,Disable Auto Correction,"The device _MUST_ be configured not to use the auto correction feature of the iOS.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowAutoCorrection</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-93419-0,os_auto_unlock_disable,Prevent Apple Watch from Unlocking a Device,"Apple Watches are not an approved authenticator and their use _MUST_ be disabled.

Disabling Apple watches is a necessary step to ensuring that the information system retains a session lock until the user reestablishes access using an authorized identification and authentication procedures.",Manual,,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowAutoUnlock</key>
<false/>
----

",AC-11,,,FMT_MOF_EXT.1.2 #47,AIOS-17-014800,,,,ANNEX K,"CCI-000767
CCI-002235",medium,
CCE-93473-7,os_chat_disable,Prevent the usage of iMessage,"The iOS device _MUST_ be configured to disable iMessage on the device to prevent receiving malicious content via iMessage.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowChat</key>
<false/>
----

","AC-20
CM-7
CM-7(1)",,,,,,,,ANNEX K,,,
CCE-93474-5,os_definition_lookup_disable,Disable Definition Lookup on the device.,"The iOS device _MUST_ be configured not use the spell check feature of the OS.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowDefinitionLookup</key>
<false/>
----

","AC-20
AC-20(1)
CM-7
CM-7(1)",,,,,,,,ANNEX K,,,
CCE-93475-2,os_device_name_change_disable,Disable device name changes,"The iOS device _MUST_ be configured to disable device name changes.  
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowDeviceNameModification</key>
<false/>
----

",,,,,,,,,ANNEX K,,,
CCE-93420-8,os_diagnostics_reports_disable,Disable Sending Diagnostic and Usage Data to Apple,"The ability to submit diagnostic data to Apple _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling the submission of diagnostic and usage information will mitigate the risk of unwanted data being sent to Apple. 
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowDiagnosticSubmission</key>
<false/>
----

","AC-20
SC-7(10)
SI-11",,,FMT_SMF_EXT.1.1 #47a,"AIOS-17-013400
AIOS-17-713400",2.2.1.12 (level 1 - End-User Owned Devices)3.2.1.25 (level 1 - Institutionally-Owned Devices),4.8,,ANNEX K,CCI-001199,medium,
CCE-93476-0,os_diagnostics_reports_modification_disable,Disable changing Sending Diagnostic and Usage Data to Apple,"The ability to change the setting to submit diagnostic data to Apple _MUST_ be disabled.

The information system _MUST_ be configured to provide only essential capabilities. Disabling the submission of diagnostic and usage information will mitigate the risk of unwanted data being sent to Apple.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowDiagnosticSubmissionModification</key>
<false/>
----

","SI-11
AC-20
SC-7(10)",,,,,,,,ANNEX K,,high,
CCE-93463-8,os_disallow_enterprise_app_trust,Disallow Apps to be Installed from Unauthorized Sources,Apps _MUST_ be installed from authorized application repositories. Disallowing enterprise app trust prevents apps from being provisioned by universal provisioning profiles.,Manual, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowEnterpriseAppTrust</key>
<false/>
----

",CM-11,,,FMT_SMF_EXT.1.1 #8a,"AIOS-17-007000
AIOS-17-707000",,,,ANNEX D - (Section 5.8.5),CCI-000366,low,
CCE-93421-6,os_enterprise_books_disable,Ensure Backup of Enterprise Books is set to Disabled,"If a user is able to configure the security setting, the user could inadvertently or maliciously set it to a value that poses unacceptable risk to DoD information systems. An adversary could exploit vulnerabilities created by the weaker configuration to compromise DoD sensitive information.",Manual, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowEnterpriseBookBackup</key>
<false/>
----

",CM-6 b,,,FMT_MOF_EXT.1.2 #40,"AIOS-17-003700
AIOS-17-703700",,,,ANNEX K,"CCI-000366
CCI-002110",medium,
CCE-93422-4,os_erase_contents_and_settings_disable,Ensure Allow Erase All Content and Settings is set to Disabled,"Erase all contents and settings _MUST_ be disabled on institutionally owned iOS devices.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowEraseContentAndSettings</key>
<false/>
----

","CM-6
CM-7
CM-7(1)",,,,,3.2.1.12 (level 1 - Institutionally-Owned Devices),4.1,,,,,
CCE-93477-8,os_exchange_SMIME_encryption_certificate_overwirte_disable,Disable changing the S/MIME encryption settings.,"The iOS device needs some specific configurations for the Exchange setup to meet the minimum requirements.

The usage of S/MIME encryption _MUST_ be configured to set mail signing as the default.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mail.managed) payload type:

[source,xml]
----
<key>SMIMEEncryptionCertificateUUIDUserOverrideable</key>
<false/>
----

",,,,,,,,,ANNEX D (Section 5.6.1 - Mail),,,
CCE-93478-6,os_exchange_SMIME_encryption_default_certificate_overwrite_enable,Enable selecting the appropriate S/MIME encryption certificate.,"The iOS device needs some specific configurations for the Exchange setup to meet the minimum requirements.

The user _MUST_ be enabled to select the appropriate signing identity.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mail.managed) payload type:

[source,xml]
----
<key>SMIMEEncryptByDefaultUserOverrideable</key>
<false/>
----

",,,,,,,,,ANNEX D (Section 5.6.1 - Mail),,,
CCE-93479-4,os_exchange_SMIME_encryption_enforce,Setting S/MIME encrytion as default.,"The iOS device needs some specific configurations for the Exchange setup to meet the minimum requirements.

The usage of S/MIME encryption _MUST_ be configured to set mail signing as the default.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.eas.account) payload type:

[source,xml]
----
<key>SMIMEEncryptByDefault</key>
<true/>
----

",,,,,,,,,ANNEX D (Section 5.6.1 - Mail),,,
CCE-93480-2,os_exchange_SMIME_encryption_per_message_disable,Disable encryption selection option per mail.,"The iOS device needs some specific configurations for the Exchange setup to meet the minimum requirements. 

The user _MUST_ not be enabled to have the option to decide wether to encrypt a mail communication. Encryption _MUST_ be the default.
",Manual, ,,"Create a configuration profile containing the following keys in the (com.apple.mail.managed) payload type:

[source,xml]
----
<key>SMIMEEnableEncryptionPerMessageSwitch</key>
<false/>
----

",,,,,,,,,ANNEX D (Section 5.6.1 - Mail),,medium,
CCE-93481-0,os_exchange_SMIME_signing_certificate_overwirte_disable,Disable changing the S/MIME signing settings.,"The iOS device needs some specific configurations for the Exchange setup to meet the minimum requirements.

The option for a user to overwrite the of S/MIME configuration _MUST_ prevented.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mail.managed) payload type:

[source,xml]
----
<key>SMIMESigningCertificateUUIDUserOverrideable</key>
<false/>
----

",,,,,,,,,ANNEX D (Section 5.6.1 - Mail),,,
CCE-93482-8,os_exchange_SMIME_signing_enabled,Enable S/MIME signing of mails.,"The iOS device needs some specific configurations for the Exchange setup to meet the minimum requirements. 

The usage of S/MIME signing _MUST_ be configured to set mail signing as the default.
",Configuration Profile,,,"Create a configuration profile containing the following keys in the (com.apple.mail.managed) payload type:

[source,xml]
----
<key>SMIMESigningEnabled</key>
<true/>
----

",,,,,,,,,ANNEX D (Section 5.6.1 - Mail),,,
CCE-93483-6,os_exchange_SMIME_signing_overwrite_disable,Disable changing the S/MIME signing settings.,"The iOS device needs some specific configurations for the Exchange setup to meet the minimum requirements. 

The option for a user to overwrite the of S/MIME configuration _MUST_ prevented.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mail.managed) payload type:

[source,xml]
----
<key>SMIMESigningUserOverrideable</key>
<false/>
----

",,,,,,,,,ANNEX D (Section 5.6.1 - Mail),,,
CCE-93484-4,os_exchange_mail_recents_sync_disable,Prevent synching of recent recipients.,"The iOS device needs some specific configurations for the Exchange setup to meet the minimum requirements. 

The synchronization of recent addresses _MUST_ be prevented not to synchronize sensitive addresses locally to the device.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mail.managed) payload type:

[source,xml]
----
<key>disableMailRecentsSyncing</key>
<true/>
----

",,,,,,,,,ANNEX D (Section 5.6.1 - Mail),,,
CCE-93485-1,os_exchange_peraccountVPN,Enforce per account VPN for managed Mail accounts.,"The iOS device needs some specific configurations for the Exchange setup to meet the minimum requirements. 

When leveraging per account VPN configurations mail, calendar and contacts need to be configured to leverage the specific VPNUUID in addition.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mail.managed) payload type:

[source,xml]
----
<key>VPNUUID</key>
<string>VPNUUID</string>
----

",,,,,,,,,ANNEX D (Section 5.6.1 - Mail),,,
CCE-93486-9,os_exchange_prevent_move_enforce,Prevent move manged mails to another account.,"The iOS device needs some specific configurations for the Exchange setup to meet the minimum requirements.

The setting, prevent moving to another account _MUST_ be configured to prevent data leakage.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.mail.managed) payload type:

[source,xml]
----
<key>PreventMove</key>
<true/>
----

",,,,,,,,,ANNEX D (Section 5.6.1 - Mail),,,
CCE-93423-2,os_files_network_drive_access_disable,Ensure Allow network drive access in Files app is set to Disabled,"Network drive acces in Files app _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowFilesNetworkDriveAccess</key>
<false/>
----

",AC-20(2),,,FMT_SMF_EXT.1.1 #47,AIOS-17-014300,3.2.1.9 (level 2 - Institutionally-Owned Devices),1.2,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-93424-0,os_files_usb_drive_access_disable,Ensure Allow USB drive access in Files app is set to Disabled,"USB drive acces in Files app _MUST_ be disabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowFilesUSBDriveAccess</key>
<false/>
----

",AC-20(2),,,FMT_SMF_EXT.1.1 #47,AIOS-17-013300,3.2.1.8 (level 2 - Institutionally-Owned Devices),1.2,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",medium,
CCE-93425-7,os_find_my_friends_disable,Disable Find My Friends Service,"The Find My Friends service _MUST_ be disabled.

Sharing the location of a device may be an violation to an organization and potentially put users at risk.
",Manual,,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowFindMyFriends</key>
<false/>
----

","AC-20
CM-7
CM-7(1)",,,FMT_SMF_EXT.1.1 #47,AIOS-17-013100,,,,ANNEX K,"CCI-000366
CCI-000097
CCI-000370",low,
CCE-93426-5,os_force_date_and_time_enable,Ensure Force automatic date and time is set to Enabled,"Automatic date and time _MUST_ be enabled.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceAutomaticDateAndTime</key>
<true/>
----

","AU-12(1)
SC-45(1)",,,,,2.2.1.7 (level 1 - End-User Owned Devices)3.2.1.17 (level 1 - Institutionally-Owned Devices),8.4,,ANNEX K,,,
CCE-93427-3,os_force_encrypted_backups_enable,Ensure Force Encrypted Backups is Enabled,"iOS and iPadOS backups _MUST_ be encrypted.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceEncryptedBackup</key>
<true/>
----

","CM-7
CM-7(1)
CP-09(8)
SC-28",,,FMT_SMF_EXT.1.1 #47,"AIOS-17-010700
AIOS-17-710700",2.2.1.4 (level 1 - End-User Owned Devices)3.2.1.10 (level 1 - Institutionally-Owned Devices),11.3,,"ANNEX D (Section 5.3 - Description of security/key management)
ANNEX K","CCI-000366
CCI-000370
CCI-000381",medium,
CCE-93428-1,os_handoff_disable,Disable Handoff,"Handoff _MUST_ be disabled. 

Handoff allows you to continue working on a document or project when the user switches from one Apple device to another. Disabling Handoff prevents data transfers to unauthorized devices.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowActivityContinuation</key>
<false/>
----

","AC-3
AC-20
CM-7
CM-7(1)",,,FMT_SMF_EXT.1.1 #47,AIOS-17-010800,2.2.1.11 (level 2 - End-User Owned Devices)3.2.1.24 (level 2 - Institutionally-Owned Devices),3.3,,ANNEX K,"CCI-000366
CCI-000370
CCI-000381",low,
CCE-93429-9,os_install_configuration_profile_disable,Ensure Allow Installing Configuration Profiles is Set to Disabled,"Configuration profiles _MUST_ be installed via an organization's MDM.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowUIConfigurationProfileInstallation</key>
<false/>
----

","CM-6
CM-7
CM-7(1)",,,,,3.2.1.15 (level 1 - Institutionally-Owned Devices),4.1,,ANNEX D (Section 5.6.1 - Mail),,,
CCE-93430-7,os_install_vpn_configuration_disable,Ensure Allow adding VPN configurations is set to Disabled,"VPN configurations _MUST_ be installed via an organization's MDM.
",Configuration Profile, ,,"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowVPNCreation</key>
<false/>
----

","AC-17
AC-17(1)
AC-17(3)",,,FMT_SMF_EXT.1.1 #3,"AIOS-17-001000
AIOS-17-701000",3.2.1.16 (level 1 - Institutionally-Owned Devices),12.7,,ANNEX D (Section 5.10.3 - Manual VPN),"CCI-000366
CCI-000370
CCI-000066",low,
