Unnamed: 0,Last modified: 2012-05-18,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
CCE-10064-4,The 'Retain old events' setting should be configured correctly for the system log.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Event Log Service\System\Retain old events 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\EventLog\System\Retain system log",,,Worksheet: Computer Policy Settings; Row: 207,Setting Index #517,,,,,,
CCE-10076-8,The 'Notify antivirus programs when opening attachments' setting should be configured correctly.,enabled/disabled ,"(1) GPO: User Configuration\Administrative Templates\Windows Components\Attachment Manager\Notify antivirus programs when opening attachments 
(2) Registry Key: HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Policies\Attachments\ScanWithAntiVirus",,CCE-372,Worksheet: User Policy Settings; Row: 5,Setting Index #282: Antivirus programs are mandatory in many environments and provide a strong defense against attack.,,"Rule 'notify_antivirus_programs_when_opening_attachments'
",,,,
CCE-10077-6,The 'Allow Remote Shell Access' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Windows Remote Shell\Allow Remote Shell Access 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\WinRM\Service\WinRS\AllowRemoteShellAccess",,,Worksheet: Computer Policy Settings; Row: 5,Setting Index #1026: Configures access to remote shells.,,,,,,
CCE-10078-4,Auditing of 'Object Access: Registry' events on failure should be enabled or disabled as appropriate.,enabled/disabled,(1) Commandline: auditpol.exe,,CCE-1283,Worksheet: Audit Policy Settings; Row: 26,"Setting Index #378: This settings determines whether to audit the event of a user who accesses an object that has a specified system access control list (SACL), effectively enabling auditing to take place. It is targeted to  Registry Object access events.",,,,,,
CCE-10081-8,Auditing of 'Policy Change: Filtering Platform Policy Change' events on failure should be enabled or disabled as appropriate.,enabled/disabled,(1) Commandline: auditpol.exe,,CCE-1112,Worksheet: Audit Policy Settings; Row: 39,Setting Index #399: The policy setting for this audit category determines whether to audit Filtering Platform Policy changes on computers running Windows Vista or later Windows operating systems.,,,,,,
CCE-10082-6,Auditing of 'Audit process tracking' events on failure should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit process tracking 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_AuditPolicy; Property = Success, Failure; Where = Category='AuditProcessTracking' and precedence=1",,CCE-2617,Worksheet: Audit Policy Settings; Row: 63,Setting Index #22: This policy setting determines whether to audit detailed tracking information for process events.,,,,,,
CCE-10088-3,Auditing of 'System: Other System Events' events on failure should be enabled or disabled as appropriate.,enabled/disabled,(1) Commandline: auditpol.exe,,CCE-337,Worksheet: Audit Policy Settings; Row: 4,Setting Index #367: This policy setting in the System audit category determines whether to audit Other System events on computers that are running Windows Vista or later versions of Windows.,,,,,,
CCE-10090-9,The 'Do not allow passwords to be saved' setting should be configured correctly.,enabled/disabled ,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Security\Do not allow passwords to be saved 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\DisablePasswordSaving",,CCE-976,Worksheet: Computer Policy Settings; Row: 201,Setting Index #267: This policy setting helps prevent Terminal Services clients from saving passwords on a computer.,,"Rule 'do_not_allow_passwords_to_be_saved'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:272'
",,,
CCE-10092-5,The 'Require trusted path for credential entry' setting should be enabled or disabled as appropriate.,enabled/disabled ,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Credential User Interface\Require trusted path for credential entry 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\CredUI\EnableSecureCredentialPrompting",,CCE-255,Worksheet: Computer Policy Settings; Row: 191,Setting Index #246: This policy setting determines whether users must first press CTRL+ALT+DEL to establish a trusted path before typing account and password information to log on to computers in the environment.,,,,,,
CCE-10093-3,The 'Turn off Windows Update device driver searching' setting should be configured correctly.,enabled/disabled ,"(1) GPO: Computer Configuration\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off Windows Update device driver searching 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\DriverSearching\DontSearchWindowsUpdate",,CCE-927,Worksheet: Computer Policy Settings; Row: 188,Setting Index #243: This policy setting specifies whether Windows will search Windows Update for device drivers when no local drivers for a device are present.,,,,,,
CCE-10098-2,Auditing of 'Object Access: Handle Manipulation' events on failure should be enabled or disabled as appropriate.,enabled/disabled,(1) Commandline: auditpol.exe,,CCE-1244,Worksheet: Audit Policy Settings; Row: 23,"Setting Index #383: This settings determines whether to audit the event of a user who attempts to access an object that has a specified system access control list (SACL), effectively enabling auditing to take place. It is targeted to Handle Manipulation on Windows objects.",,,,,,
CCE-10103-0,The 'Always prompt for password upon connection' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Security\Always prompt for password upon connection 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\fPromptForPassword",,CCE-855,Worksheet: Computer Policy Settings; Row: 197,Setting Index #270: This policy setting specifies whether Terminal Services always prompts the client computer for a password upon connection.,,"Rule 'always_prompt_for_password_upon_connection'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:275'
",,,
CCE-10118-8,Auditing of 'Audit logon events' events on failure should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit logon events 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_AuditPolicy; Property = Success, Failure; Where = Category='AuditLogonEvents' and precedence=1",,CCE-1744,Worksheet: Audit Policy Settings; Row: 59,Setting Index #18: This setting audits and logs logon events as they occur.,,,,,,
CCE-10129-5,The Windows Explorer 'Remove Security tab' setting should be configured correctly.,enabled/disabled ,"(1) GPO: User Configuration\Administrative Templates\Windows Components\Windows Explorer\Remove Security tab 
(2) Registry Key: HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoSecurityTab",,CCE-1022,Worksheet: User Policy Settings; Row: 7,Setting Index #363: This policy setting disables the Security tab on the file and folder properties dialog boxes in Windows Explorer. ,,,,,,
CCE-10136-0,The 'Retain old events' setting should be configured correctly for the application log.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Event Log Service\Application\Retain old events 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\EventLog\Application\Retain application log",,CCE-NONE,Worksheet: Computer Policy Settings; Row: 203,Setting Index #515,,,,,,
CCE-10140-2,The 'Turn off Search Companion content file updates' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\System\Internet Communication Management\Internet Communication settings\Turn off Search Companion content file updates 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\SearchCompanion\DisableContentFileUpdates",,CCE-818,Worksheet: Computer Policy Settings; Row: 186,Setting Index #241: This policy setting specifies whether Search Companion should automatically download content updates during local and Internet searches.,,"Rule 'turn_off_search_companion_content_file_updates'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:238'
",,,
CCE-10144-4,Auditing of 'Audit policy change' events on failure should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit policy change 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_AuditPolicy; Property = Success, Failure; Where = Category='AuditPolicyChange' and precedence=1",,CCE-2347,Worksheet: Audit Policy Settings; Row: 61,"Setting Index #20: This policy setting determines whether to audit every incident of a change to user rights assignment policies, Windows Firewall policies, Trust policies, or changes to the Audit policy itself. ",,,,,,
CCE-10148-5,The 'Screen Saver timeout' setting should be configured correctly.,time in seconds,"(1) GPO: User Configuration\Administrative Templates\Control Panel\Display\Screen Saver timeout 
(2) Registry Key: HKEY_CURRENT_USER\Software\Policies\Microsoft\Windows\Control Panel\Desktop\ScreenSaveTimeOut",,CCE-481,Worksheet: User Policy Settings; Row: 11,"Setting Index #502: If the Screen Saver Timeout setting is enabled, then the screen saver will be launched when the specified amount of time has passed since the last user action.",,"Rule 'screen_saver_timeout'
",,,,
CCE-10154-3,The 'Do not process the run once list' setting should be configured correctly.,enabled/disabled ,"(1) GPO: Computer Configuration\Administrative Templates\System\Logon\Do not process the run once list 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\DisableLocalMachineRunOnce",,CCE-583,Worksheet: Computer Policy Settings; Row: 176,Setting Index #231: This policy setting controls the default behavior of the AutoPlay setting.,,,,,,
CCE-10156-8,The 'Maximum Log Size (KB)' setting should be configured correctly for the system log.,size in kilobytes,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Event Log Service\System\Maximum Log Size (KB) 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\EventLog\System\MaxSize",,CCE-NONE,Worksheet: Computer Policy Settings; Row: 206,"Setting Index #507: This policy requires Windows Vista or later versions of Windows, it specifies the maximum size of the log file in kilobytes.",,"Rule 'maximum_system_log_size'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:268'
",,,
CCE-10166-7,The 'Do not preserve zone information in file attachments' setting should be configured correctly.,enabled/disabled,"(1) GPO: User Configuration\Administrative Templates\Windows Components\Attachment Manager\Do not preserve zone information in file attachments 
(2) Registry Key: HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Policies\Attachments\SaveZoneInformation",,CCE-12,Worksheet: User Policy Settings; Row: 3,"Setting Index #280: This policy setting allows you to manage whether Windows marks file attachments from Internet Explorer or Microsoft Outlook® Express with information about their zone of origin (such as restricted, Internet, intranet, or local). ",,"Rule 'do_not_preserve_zone_information_in_the_attachments'
",,,,
CCE-10169-1,Auditing of 'Audit account management' events on failure should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit account management 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_AuditPolicy; Property = Success, Failure; Where = Category='AuditAccountManage' and precedence=1",,CCE-1646,Worksheet: Audit Policy Settings; Row: 57,Setting Index #16: This policy setting determines whether to audit each account management event on a computer. ,,,,,,
CCE-10175-8,Auditing of 'Audit privilege use' events on failure should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit privilege use 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_AuditPolicy; Property = Success, Failure; Where = Category='AuditPrivilegeUse' and precedence=1",,CCE-2584,Worksheet: Audit Policy Settings; Row: 62,Setting Index #21: This policy setting determines whether to audit each instance of a user exercising a user right. ,,,,,,
CCE-10181-6,The 'RPC Endpoint Mapper Client Authentication' setting should be configured correctly.,enabled/disabled ,"(1) GPO: Computer Configuration\Administrative Templates\System\Remote Procedure Call\RPC Endpoint Mapper Client Authentication 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Rpc\EnableAuthEpResolution",,CCE-145,Worksheet: Computer Policy Settings; Row: 181,Setting Index #236: This policy setting allows client computers that communicate with this computer to be forced to provide authentication before an RPC communication is established.,,"Rule 'rpc_endpoint_mapper_client_authentication'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:252'
",,,
CCE-10183-2,The 'Prevent the computer from joining a homegroup' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\HomeGroup\Prevent the computer from joining a homegroup 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\HomeGroup\DisableHomeGroup",,,Worksheet: Computer Policy Settings; Row: 208,Setting Index #932: Controls if a computer can be joined to a HomeGroup,,"Rule 'prevent_the_computer_from_joining_a_homegroup'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:271'
",,,
CCE-10205-3,The 'Reschedule Automatic Updates scheduled installations' setting should be enabled or disabled as appropriate.,enabled/disabled ,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\Windows Update\Reschedule Automatic Updates scheduled installations 
(2) Registry Key: HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\WindowsUpdate\AU\RescheduleWaitTimeEnabled",,CCE-804,Worksheet: Computer Policy Settings; Row: 195,Setting Index #277: This policy setting determines the amount of time before previously scheduled Automatic Update installations will proceed after system startup. ,,"Rule 'reschedule_automatic_updates_scheduled_installations'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:100214'
",,,
CCE-10490-1,The 'Remove CD Burning features' setting should be configured correctly.,enabled/disabled ,"(1) GPO: User Configuration\Administrative Templates\Windows Components\ Windows Explorer\Remove CD Burning features 
(2) Registry Key: HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoCDBurning",,CCE-113,Worksheet: User Policy Settings; Row: 6,Setting Index #362: This policy setting removes the built-in Windows Vista features that allow users to burn CDs through Windows Explorer. ,,,,,,
CCE-8235-4,The BitLocker 'Allow data recovery agent' setting should be enabled or disabled as appropriate for fixed data drives.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\s2-o1\Allow data recovery agent 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\FDVManageDRA",,,Worksheet: Bitlocker Policy Settings; Row: 8,Setting Index #1040: This is a setting option. Refer to the following parent setting for additional information: Choose how BitLocker-protected fixed data drives can be recovered,,,,,,
CCE-8242-0,The 'Configure user storage of BitLocker 48-digit recovery password' setting should be configured correctly for fixed data drives.,allowed/required/not allowed,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\s2-o2\Configure user storage of BitLocker 48-digit recovery password 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\FDVRecoveryPassword",,,Worksheet: Bitlocker Policy Settings; Row: 9,Setting Index #1050: This is a setting option. Refer to the following parent setting for additional information: Choose how BitLocker-protected fixed data drives can be recovered,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-8278-4,The 'Choose how BitLocker-protected operating system drives can be recovered' setting should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\s2-o0\Choose how BitLocker-protected operating system drives can be recovered 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\OSRecovery",,,Worksheet: Bitlocker Policy Settings; Row: 23,Setting Index #852: ,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-8284-2,The BitLocker 'Configure TPM platform validation profile' setting should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\s4-o0\Configure TPM platform validation profile 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\PlatformValidation\Enabled",,,Worksheet: Bitlocker Policy Settings; Row: 32,Setting Index #862: ,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-8299-0,Validation of the 'Boot Manager' Platform Configuration Register (aka PCR 10) by the Trusted Platform Module (TPM) should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\s4-o11\PCR 10: Boot Manager 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\PlatformValidation\10",,,Worksheet: Bitlocker Policy Settings; Row: 35,Setting Index #873: This is a setting option. Refer to the following parent setting for additional information: Configure TPM platform validation profile,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-8301-4,Validation of the 'Reserved for Future Use' Platform Configuration Register (aka PCR 14) by the Trusted Platform Module (TPM) should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\s4-o15\PCR 14: Reserved for Future Use 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\PlatformValidation\14",,,Worksheet: Bitlocker Policy Settings; Row: 39,Setting Index #877: This is a setting option. Refer to the following parent setting for additional information: Configure TPM platform validation profile,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-8303-0,The BitLocker 'Require additional authentication at startup' setting should be enabled or disabled as appropriate..,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\s5-o0\Require additional authentication at startup 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\UseAdvancedStartup",,,Worksheet: Bitlocker Policy Settings; Row: 57,Setting Index #887: ,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-8309-7,Use of a Trusted Platform Module (TPM) startup key for operating system drives encrypted with BitLocker should be configured correctly.,allowed/required/not allowed,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\s5-o4\Configure TPM startup key 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\UseTPMKey",,,Worksheet: Bitlocker Policy Settings; Row: 61,Setting Index #891: This is a setting option. Refer to the following parent setting for additional information: Require additional authentication at startup,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-8370-9,The BitLocker 'Select the encryption method' setting should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\s2-o2\Select the encryption method 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\EncryptionMethod",,,Worksheet: Bitlocker Policy Settings; Row: 85,Setting Index #821: This is a setting option. Refer to the following parent setting for additional information: Choose drive encryption method and cipher strength,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-8405-3,The BitLocker 'Do not allow write access to devices configured in another organization' setting should be configured correctly.,enabled/disabled,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Removable Data Drives\s6-o1\Do not allow write access to devices configured in another organization 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\RDVDenyCrossOrg",,,Worksheet: Bitlocker Policy Settings; Row: 83,Setting Index #917: This is a setting option. Refer to the following parent setting for additional information: Deny write access to removable data drives not protected by BitLocker,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-8407-9,Auditing of 'Audit system events' events on success should be enabled or disabled as appropriate.,enabled/disabled,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit system events 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_AuditPolicy; Property = Success, Failure; Where = Category='AuditSystemEvents' and precedence=1",,CCE-2420,Worksheet: Audit Policy Settings; Row: 64,"Setting Index #23: This policy setting allows you to monitor system events that succeed and fail, and provides a record of these events that may help determine instances of unauthorized system access. ",,,,,,
CCE-8414-5,The 'Bypass traverse checking' user right should be assigned to the appropriate accounts.,list of accounts,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\Bypass traverse checking 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_UserPrivilegeRight; Property = AccountList; Where = UserRight='SeChangeNotifyPrivilege' and precedence=1",,CCE-376,Worksheet: Computer Policy Settings; Row: 11,"Setting Index #31: This policy setting allows users who do not have the special ""Traverse Folder"" access permission to ""pass through"" folders when they browse an object path in the NTFS file system or the registry.",,"Rule 'bypass_traverse_checking'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:16'
",,,
CCE-8415-2,The 'Configure user storage of BitLocker 48-digit recovery password' setting should be configured correctly for removable data drives.,allowed/required/not allowed,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Removable Data Drives\s2-o2\Configure user storage of BitLocker 48-digit recovery password 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\RDVRecoveryPassword",,,Worksheet: Bitlocker Policy Settings; Row: 67,Setting Index #901: This is a setting option. Refer to the following parent setting for additional information: Choose how BitLocker-protected removable data drives can be recovered,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-8417-8,The 'Configure user storage of BitLocker 256-digit recovery key' setting should be configured correctly for fixed data drives.,allowed/required/not allowed,"(1) GPO: Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\s2-o3\Configure user storage of BitLocker 256-digit recovery key 
(2) Registry Key: HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\FVE\FDVRecoveryKey",,,Worksheet: Bitlocker Policy Settings; Row: 10,Setting Index #1037: This is a setting option. Refer to the following parent setting for additional information: Choose how BitLocker-protected fixed data drives can be recovered,http://technet.microsoft.com/en-us/library/ee706521(WS.10).aspx,,,,,
CCE-8423-6,The 'Change the time zone' user right should be assigned to the appropriate accounts.,list of accounts,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\Change the time zone 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_UserPrivilegeRight; Property = AccountList; Where = UserRight='SeTimeZonePrivilege' and precedence=1",,CCE-470,Worksheet: Computer Policy Settings; Row: 36,Setting Index #33: This setting determines which users can change the time zone of the computer.,,"Rule 'change_the_time_zone'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:18'
",,,
CCE-8431-9,The 'Create global objects' user right should be assigned to the appropriate accounts.,list of accounts,"(1) GPO: Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\Create global objects 
(2) WMI: Namespace = root\rsop\computer; Class = RSOP_UserPrivilegeRight; Property = AccountList; Where = UserRight='SeCreateGlobalPrivilege' and precedence=1",,CCE-383,Worksheet: Computer Policy Settings; Row: 15,Setting Index #36: This policy setting determines whether users can create global objects that are available to all sessions. Users can still create objects that are specific to their own session if they do not have this user right.,,"Rule 'create_global_objects'
","Definition 'oval:gov.nist.usgcb.windowsseven:def:21'
",,,
