Unnamed: 0,Last modified: 2013-02-11,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
CCE-19947-1,"
DBMS login account password complexity requirements should be configured appropriately

 ","
(1) login name
(2) on/off","(1) ALTER LOGIN
(2) CHECK_POLICY",,,Rule ID: V0015152 Rule Title: DBMS login accounts require passwords to meet complexity requirements. STIG ID: DG0079 Severity: CAT II Class: Unclass,
CCE-19787-1,"DBMS settings to clear residual data from memory, data objects or files, or other storage locations should be configured appropriately.","(1) show advanced options
(2) common criteria compliance enabled",(1) EXEC SP_CONFIGURE,,,"Rule ID: V0015614 Rule Title: The DBMS should be configured to clear residual data from memory, data objects and files, and other storage locations. STIG ID: DG0084 Severity: CAT III Class: Unclass",
CCE-19842-4,DBMS account passwords expiration should be configured appropriately ,"(1) user name
(2) WITH CHECK_EXPIRATION [ ON | OFF ]","(1) ALTER LOGIN
",,,Rule ID: V0015153 Rule Title: DBMS account passwords should be set to expire every 60 days or more frequently. STIG ID: DG0125 Severity: CAT II Class: Unclass,
CCE-19439-9,Passwords for DBMS default accounts should be set appropriately,"(1) username
(2) WITH PASSWORD [ new password ]","(1) ALTER LOGIN
",,,Rule ID: V0015635 Rule Title: DBMS default accounts should be assigned custom passwords. STIG ID: DG0128 Severity: CAT I Class: Unclass,
CCE-19990-1,"The built-in 'sa' account should be correctly named.
","(1) username
(2) WITH NAME = [new name]",(1) ALTER LOGIN,,,Rule ID: V0015638 Rule Title: DBMS default account names should be changed. STIG ID: DG0131 Severity: CAT III Class: Unclass,
CCE-19676-6,Access to the ErrorDumpDir should be audited or not audited as appropriate.,(1) audit/not audit,(1) HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.1\CPE\ErrorDumpDir,,,Rule ID: V0015643 Rule Title: Access to DBMS security should be audited. STIG ID: DG0140 Severity: CAT II Class: Unclass,
CCE-19962-0,Access to the DefaultLog file should be audited or not audited as appropriate.,(1) audit/not audit,(1) HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.1\MSSQLServer\DefaultLog,,,,
CCE-20011-3,Access to the ErrorLogFile should be audited or not audited as appropriate.,(1) audit/not audit,(1) HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.1\SQLServerAgent\ErrorLogFile,,,,
CCE-19080-1,Access to the SQLPath directory should be audited or not audited as appropriate.,(1) audit/not audit,(1) HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\{INSTANCE NAME}\Setup\SQLPath,,,,
CCE-19817-6,Access to the  BackupDirectory directory should be audited or not audited as appropriate.,(1) audit/not audit,"(1) HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.1
\MSSQLServer\BackupDirectory",,,,
CCE-19511-5,Access to the FullTextDefaultPath directory should be audited or not audited as appropriate.,(1) audit/not audit,"(1) HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.1
\MSSQLServer\FullTextDefaultPath",,,,
CCE-19779-8,Access to the WorkingDirectory directory should be audited or not audited as appropriate.,(1) audit/not audit,(1) HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.1\Replication\WorkingDirectory,,,,
CCE-20001-4,Access to the SQLBinRoot directory should be audited or not audited as appropriate.,(1) audit/not audit,"
(1) HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.1\Setup\SQLBinRoot",,,,
CCE-19336-7,Access to the SQLDataRoot directory should be audited or not audited as appropriate.,(1) audit/not audit,"
(1) HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.1\Setup\SQLDataRoot",,,,
CCE-19762-4,Access to the SQLPath directory should be audited or not audited as appropriate.,(1) audit/not audit,"
(1) HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.1\Setup\SQLPath",,,,
CCE-19575-0,Access to the SQLProgramDir directory should be audited or not audited as appropriate.,(1) audit/not audit,"
(1) HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.1\Setup\SQLProgramDir",,,,
CCE-19873-9,Access to the WorkingDirectory directory should be audited or not audited as appropriate.,(1) audit/not audit,HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.1\SQLServerAgent\WorkingDirectory,,,,
CCE-19959-6,Access to the DataDir directory should be audited or not audited as appropriate.,(1) audit/not audit,"
(1) HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.2\Setup\DataDir",,,,
CCE-19837-4,Access to the SQLBinRoot directory should be audited or not audited as appropriate.,(1) audit/not audit,"
(1) HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.2\Setup\SQLBinRoot",,,,
CCE-19748-3,Access to the SQLPath directory should be audited or not audited as appropriate.,(1) audit/not audit,"
(1)  HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.2\Setup\SQLPath",,,,
CCE-19916-6,Access to the SQLProgramDir directory should be audited or not audited as appropriate.,(1) audit/not audit,(1)  HKLM\SOFTWARE\Microsoft\Microsoft SQL Server\MSSQL.2\Setup\SQLProgramDir,,,,
CCE-19827-5,Auditing attempts to bypass access controls should be configured appropriately.,"
(1) on/off","(1) EXEC XP_LOGINCONFIG
From the SQL Server Management Studio GUI:
1. Navigate to the SQL Server instance name
2. Right-click on it
3. Select Properties
4. Select Security tab or page
5. Review Login Auditing selection
6. Select ""Failed logins only"" or ""Both failed and successful logins"" from the Login Auditing section
7. Apply changes
8. Exit the SQL Server Management Studio GUI",,,Rule ID: V0015644 Rule Title: Attempts to bypass access controls should be audited. STIG ID: DG0141 Severity: CAT II Class: Unclass,
CCE-19950-5,"
The default audit trace option should be configured appropriately.","(1) show advanced options
(2) default trace enabled","(1) EXEC SP_CONFIGURE
",,,Rule ID: V0015645 Rule Title: Changes to configuration options should be audited. STIG ID: DG0142 Severity CAT II Class: Unclass,
CCE-19813-5,Audit records contents should be configured appropriately.,"(1) @traceid
(2) @eventid
(3) @columnid
(4) @on",(1) EXEC SP_TRACE_SETEVENT,,,Rule ID: V0015646 Rule Title: Audit records should contain required information. STIG ID: DG0145 Severity: CAT II Class: Unclass,http://msdn.microsoft.com/en-us/library/ms186265(v=sql.90).aspx
CCE-19741-8,The port which Sql Server Analysis Services uses should be configured appropriately.,(1) [ 0 | port number ],"(1) Sql Server Management Studio GUI \ Analysis Services Instance
From the SQL Server Management Studio GUI:
1. Connect to the Analysis Services instance
2. Right click on the Analysis Services instance
3. Select Properties
4. View the value listed for Port
5. Set value to IAO-approved value
6. Click OK
",,,"Rule ID: V0015648 Rule Title: Access to the DBMS should be restricted to static, default network ports. STIG ID: DG0151 Severity: CAT II Class: Unclass",
CCE-19891-1,The ports which the DBMS uses should be configured appropriately.,(1) [ 0 | port number ],"(1) HKEY_LOCAL_MACHINE \ Software \ Microsoft \ Microsoft SQL Server \ MSSQL.[#] \
MSSQLServer \ SuperSocketNetLib \ IPAll \ TCPDynamicPorts
(2) HKEY_LOCAL_MACHINE \ Software \ Microsoft \ Microsoft SQL Server \ MSSQL.[#] \
MSSQLServer \ SuperSocketNetLib \ IPAll \ TcpPort",,,Rule ID: V0015148 Rule Title: DBMS network communications should comply with PPS usage restrictions. STIG ID: DG0152 Severity: CAT II Class: Unclass,
CCE-19453-0,Remote DBMS administration should be enabled or disabled as appropriate.,"(1) remote admin connections
(2) enable/disable","(1) EXEC SP_CONFIGURE
",,,Rule ID: V0015651 Rule Title: Remote DBMS administration should be documented and authorized or disabled. STIG ID: DG0157 Severity: CAT II Class: Unclass,
CCE-19727-7,Fixed server roll membership should be configured appropriately.,"(1) @loginname
(2) @rolename","(1) SP_DROPSRVROLEMEMBER
(2) SP_ADDSRVROLEMEMBER",,,Rule ID: V0002427 Rule Title: Fixed Server roles should have only authorized users or groups assigned as members STIG ID: DG0510 Severity: CAT II Class: Unclass,
CCE-19808-5,"C2 Audit records should be configured appropriately 
","(1) enable/disable
(2) c2 audit mode","(1) EXEC SP_CONFIGURE
(2) RECONFIGURE",,,Rule ID: V0002426 Rule Title: C2 Audit mode should be enabled or custom audit traces defined. STIG ID: DG0510 Severity: CAT II Class: Unclass,
CCE-19866-3,"
The SQL Mail XPs should be enabled or disabled as appropriate.",(1) enable/disable,"(1) EXEC SP_CONFIGURE
(2) RECONFIGURE",,,"Rule ID: V0003335 Rule Title: SQL Mail, SQL Mail Extended Stored Procedures (XPs) and Database Mail XPs are required and enabled. STIG ID DM0900 Severity: CAT II Class: Unclass",
CCE-19577-6,The Database Mail XPs should be enabled or disabled as appropriate.,(1) enable/disable,"(1) EXEC SP_CONFIGURE
(2) RECONFIGURE",,,"Rule ID: V0003335 Rule Title: SQL Mail, SQL Mail Extended Stored Procedures (XPs) and Database Mail XPs are required and enabled. STIG ID DM0900 Severity: CAT II Class: Unclass",
CCE-19785-5,"SQL Server Agent Email should be configured appropriately 
","
(1) enabled/disabled","From the SQL Server Management Studio GUI:
1. Right click on SQL Server Agent
2. Select Properties
3. Select Alert System
4. Check or uncheck the ""Enable Mail profile.",,,Rule ID: V0003336 Rule Title: SQL Server Agent email notification usage if enabled should be documented and approved by the IAO. STIG ID: DM0901 Severity: CAT II Class: Unclass,
CCE-19640-2,The SQL Server Database Service account should be configured appropriately.,(1) member/not member,(1) Configure the SQL Server Database Service account via the Computer Management Tool.,,,Rule ID: V0015170 Rule Title: SQL Server services should be assigned least privileges on the SQL Server Windows host. STIG ID: DM0919 Severity: CAT II Class: Unclass,
CCE-19879-6,The SQL Server Agent account should be configured appropriately.,(1) member/not member,(1) Configure the SQL Server Agent Service account via the Computer Management Tool.,,,Rule ID: V0015170 Rule Title: SQL Server services should be assigned least privileges on the SQL Server Windows host. STIG ID: DM0919 Severity: CAT II Class: Unclass,
CCE-19560-2,The Analysis Services account should be configured appropriately.,(1) member/not member,(1) Configure the Analysis Services account via the Computer Management Tool.,,,Rule ID: V0015170 Rule Title: SQL Server services should be assigned least privileges on the SQL Server Windows host. STIG ID: DM0919 Severity: CAT II Class: Unclass,
CCE-19703-8,The Integration Services account should be configured appropriately.,(1) member/not member,(1) Configure the Integration Services account via the Computer Management Tool.,,,Rule ID: V0015170 Rule Title: SQL Server services should be assigned least privileges on the SQL Server Windows host. STIG ID: DM0919 Severity: CAT II Class: Unclass,
CCE-19802-8,The Reporting Services account should be configured appropriately.,(1) member/not member,(1) Configure the Reporting Services account via the Computer Management Tool.,,,Rule ID: V0015170 Rule Title: SQL Server services should be assigned least privileges on the SQL Server Windows host. STIG ID: DM0919 Severity: CAT II Class: Unclass,
CCE-20033-7,The Notification Services account should be configured appropriately.,(1) member/not member,(1) Configure the Notification Services account via the Computer Management Tool.,,,Rule ID: V0015170 Rule Title: SQL Server services should be assigned least privileges on the SQL Server Windows host. STIG ID: DM0919 Severity: CAT II Class: Unclass,
CCE-19418-3,The Full Text Search account should be configured appropriately.,(1) member/not member,(1) Configure the Full Text Search account via the Computer Management Tool.,,,Rule ID: V0015170 Rule Title: SQL Server services should be assigned least privileges on the SQL Server Windows host. STIG ID: DM0919 Severity: CAT II Class: Unclass,
CCE-19318-5,The SQL Server Browser account should be configured appropriately.,(1) member/not member,(1) Configure the SQL Server Browser account via the Computer Management Tool.,,,Rule ID: V0015170 Rule Title: SQL Server services should be assigned least privileges on the SQL Server Windows host. STIG ID: DM0919 Severity: CAT II Class: Unclass,
CCE-19302-9,The SQL Server Active Directory Helper account should be configured appropriately.,(1) member/not member,(1) Configure the SQL Server Active Directory Helper account via the Computer Management Tool.,,,Rule ID: V0015170 Rule Title: SQL Server services should be assigned least privileges on the SQL Server Windows host. STIG ID: DM0919 Severity: CAT II Class: Unclass,
CCE-19923-2,The SQL Writer account should be configured appropriately.,(1) member/not member,(1) Configure the SQL Writer account via the Computer Management Tool.,,,Rule ID: V0015170 Rule Title: SQL Server services should be assigned least privileges on the SQL Server Windows host. STIG ID: DM0919 Severity: CAT II Class: Unclass,
CCE-19738-4,"
The SQL Server Service for a specified instance should be configure appropriately.","
(1) local account",(1) net user <username> <password> /add,,,Rule ID: V0003835 Rule Title: The SQL Server service should use a least-privileged local or domain user account STIG ID: DM0924 Severity: CAT II Class: Unclass,
CCE-19852-3,"
The SQLServer2005ReportServerUser registry key permissions should be configured appropriately.",(1) granted/revoked,HKEY_LOCAL_MACHINE \ SOFTWARE \ Microsoft \ Microsoft SQL Server \ Instance Names \RS \SQLServer2005ReportServerUser$[instancename],,,Rule ID: V0003838 Rule Title: SQL Server registry keys should be properly secured. STIG ID: DM0927 Severity: CAT II Class: Unclass,
CCE-19494-4,The SQL Server MSSearch registry key permissions should be configured appropriately.,(1) granted/revoked,HKEY_LOCAL_MACHINE \ SOFTWARE \ Microsoft \ Microsoft SQL Server \ MSSQL.1 \MSSearch \,,,Rule ID: V0003838 Rule Title: SQL Server registry keys should be properly secured. STIG ID: DM0927 Severity: CAT II Class: Unclass,
CCE-19254-2,The SQL Server Agent registry key permissions should be configured appropriately.,(1) granted/revoked,HKEY_LOCAL_MACHINE \ SOFTWARE \ Microsoft \ Microsoft SQL Server \ MSSQL.1 \SQLServerAgent \,,,Rule ID: V0003838 Rule Title: SQL Server registry keys should be properly secured. STIG ID: DM0927 Severity: CAT II Class: Unclass,
CCE-19325-0,The SQLServerADHelperUser registry key permissions should be configured appropriately.,(1) granted/revoked,HKEY_LOCAL_MACHINE \ SOFTWARE \ Microsoft \ Microsoft SQL Server \ MSSQL.1\SQLServerAgent\SQLServer2005SQLServerADHelperUser$[instance name],,,Rule ID: V0003838 Rule Title: SQL Server registry keys should be properly secured. STIG ID: DM0927 Severity: CAT II Class: Unclass,
CCE-19776-4,The SQL Server RS registry key permissions should be configured appropriately.,(1) granted/revoked,HKEY_LOCAL_MACHINE \ SOFTWARE \ Microsoft \ Microsoft SQL Server \ Instance Names \RS \,,,Rule ID: V0003838 Rule Title: SQL Server registry keys should be properly secured. STIG ID: DM0927 Severity: CAT II Class: Unclass,
CCE-19356-5,"Access extended stored procedure xp_cmdshell should be configured appropriately 
","(1) user
(2) xp_cmdshell 
",(1) EXEC SP_CONFIGURE,,,Rule ID: V0002461 Rule Title: Extended stored procedure xp_cmdshell should be restricted to authorized accounts. STIG ID: DM1758 Severity: CAT I Class: Unclass,
CCE-19896-0,"Access extended stored procedure xp_cmdshell should be configured appropriately 
","(1) revoke/grant
","(2) REVOKE / GRANT EXECUTE 

",,,Rule ID: V0002461 Rule Title: Extended stored procedure xp_cmdshell should be restricted to authorized accounts. STIG ID: DM1758 Severity: CAT I Class: Unclass,
CCE-19967-9,The xp_cmdshell should be enabled or disabled as appropriate.,"(1) enabled/disabled
(2)  xp_cmdshell","(1) EXEC SP_CONFIGURE
(2) RECONFIGURE",,,,
CCE-19976-0,"
The ""scan for startup procs"" setting should be enabled or disabled as appropriate.","
(1) 'scan for startup procs' 
(2) enabled/disabled","(1) EXEC SP_CONFIGURE 
(2) RECONFIGURE",,,"Rule ID: V0002464 Rule Title: Execute stored procedures at startup, if enabled, should have a custom audit trace defined. STIG ID: DM1761 Severity: CAT II Class: Unclass",
CCE-19172-6,"OLE Automation extended stored procedures should configured appropriately.
",(1) enabled/disabled,"(1) EXEC SP_CONFIGURE
(2) RECONFIGURE",,,Rule ID; V0002472 Rule Title: OLE Automation extended stored procedures should be restricted to sysadmin access STIG ID: DM2095 Severity: CAT II Class: Unclass,
CCE-20018-8,Access to registry exended stored procedures should be configured appropriately.,"(1) user/role
(2) Grant/Revoke","From the SQL Server Management Studio GUI:
1. Connect/expand SQL Server
2. Expand Databases
3. Expand System databases
4. Expand Master
5. Expand Programmability
6. Expand Extended Stored Procedures
7. Expand System Extended Stored Procedures
8. Locate and select each of the Registry extended stored procedures listed in the Check section
9. Right click on the extended stored procedure
10. Select Properties
11. Click on the Permissions page
12. Select each user or role and select or deselect the Grant (and With Grant if checked) permissions from
all users, database roles and public except from SYSADMINs and authorized roles when permitted
13. Click OK",,,Rule ID: V0002473 Rule Title: Registry extended stored procedures should be restricted to sysadmin access. STIG ID: DM2119 Severity: CAT II Class: Unclass,
CCE-19786-3,"Remote access should be configured appropriately 
","(1) remote access',
(2) enabled/disabled","(1) EXEC SP_CONFIGURE
(2) RECONFIGURE",,,Rule ID: V0002485 Rule Title: Remote access should be disabled if not authorized. STIG ID: DM2142 Severity: CAT II Class: Unclass,
CCE-19936-4,SQL Server authentication should be configured appropriately.,"(1) 'login mode'
(2) number","(1) EXEC XP_LOGINCONFIG
",,,Rule ID: V0002487 Rule Title: SQL Server authentication mode should be set to Windows authentication mode or Mixed mode. STIG ID: DM3566 Severity: CAT II Class: Unclass,
CCE-19839-0,Access to SQL Server Agent CmdExec should be configured appropriately.,"(1) '[login name]'
(2) @proxy_name",(1) EXEC SP_REVOKE_LOGIN_FROM_PROXY,,,Rule ID: V0002488 Rule Title: SQL Server Agent CmdExec or ActiveScripting jobs should be restricted to sysadmins. STIG ID: DM3763 Severity: CAT II Class: Unclass ,
CCE-19320-1,Access to ActiveScripting jobs should be configured appropriately.,"(1) '[login name]'
(2) @proxy_name",(1) EXEC SP_REVOKE_LOGIN_FROM_PROXY,,,Rule ID: V0002488 Rule Title: SQL Server Agent CmdExec or ActiveScripting jobs should be restricted to sysadmins. STIG ID: DM3763 Severity: CAT II Class: Unclass ,
CCE-19771-5,Error log retention should be configured appropriately.,"
(1) number of error logs","(1) HKEY_LOCAL_MACHINE \ Software \ Microsoft \ Microsoft SQL Server \ MSSQL.# \MSSQLServer \ NumErrorLogs
(2) HKEY_LOCAL_MACHINE \ Software \ Microsoft \ Microsoft SQL Server \ Instance Names \ SQL\[instance name]
or
From the SQL Server Management Studio GUI:
1. Connect to and expand the SQL Server instance
2. Expand Management
3. Right-click on SQL Server Logs
4. Select Configure
5. Under the General Page, select or deselect Limit the number of error logs before they are
recycled
6. Enter the number of error log files determined for the SQL Server instance
7. Click OK",,,Rule ID: V0015137 Rule Title: Error log retention shoud be set to meet log retention policy. STIG ID: DM3930 Severity: CAT II Class: Unclass,
CCE-19237-7,"Trace rollover should be configured appropriately. 
","(1) enable/disable
(2) trace_id
(3) trace_file
(4) max_file_size
(5) stop_time
(6) max_rollover_files
(2) value query (remove)","(1) EXEC SP_TRACE_CREATE [ @traceid = ] trace_id OUTPUT
, [ @options = ] option_value
, [ @tracefile = ] 'trace_file'
[ , [ @maxfilesize = ] max_file_size ]
[ , [ @stoptime = ] 'stop_time' ]
[ , [ @filecount = ] 'max_rollover_files' ]",,,Rule ID: V0002500 Rule Title: Trace Rollover should be enabled for audit traces that have a maximum trace file size. STIG ID: DM5267 Severity: CAT II Class: Unclass,
CCE-19244-3,"Named Pipes network protocol should be configured appropriately.
","
(1) enable/disable ","From the SQL Server Configuration Manager GUI:
1. Expand SQL Server 2005 Network Configuration
2. Repeat for each instance:
a. Select Protocols for [instance name]
b. Double-click Named Pipes.
c. Select Yes or No as the value.
d. Click OK
3. Click OK (acknowledge change won't take place until next restart)
4. Exit the SQL Server Configuration Manager GUI",,,Rule ID: V0015124 Rule Title: The Named Pipes network protocol should be documented and approved if enabled. STIG ID: DM6015 Severity: CAT II Class: Unclass,
CCE-20000-6,"SQL Server event forwarding should be configured appropriately 
","(1) enable/disable
","(1) HKEY_LOCAL_MACHINE \ SOFTWARE \ Microsoft \ Microsoft SQL Sever \ MSSQL.[#] \SQLServerAgent \ AlertForwardingServer
or From the SQL Server Management Studio GUI:
1. Expand instance
2. Right-click on SQL Server Agent
3. Select Properties
4. Select the Advanced page
5. Click or do not click on Forward events to a different server check box
6. Click the OK button to save and close",,,"Rule ID: V0015176 Rule Title: SQL Server event forwarding, if enabled, should be operational. STIG ID: DM6030 Severity: CAT II Class: Unclass",
CCE-19744-2,"
SQL Server Agent proxies should be configured appropriately.","(1) '[proxy name]'
(2) set of permissons
(3) group of users","(1) SP_ENUM_PROXY_FOR_SUBSYSTEM
(2) EXEC SP_REVOKE_LOGIN_FROM_PROXY",,,Rule ID: V0015125 Rule Title: Only authorized users should be assigned permissions to SQL Server Agent proxies. STIG ID: DM6045 Severity: CAT II Class: Unclass,
CCE-19561-0,Replication snapshot folders should be configured appropriately.,"(1) list of permissions/roles
(2) group of accounts","
From Windows Explorer:
1. Administrators/DBAs: assign appropriate permission
2. Snapshot Agents: assign appropriate permission
3. Merge, Subscription, and Distribution agents: assign appropriate permission",,,Rule ID: V0015182 Rule Title: Replication snapshot folders should be protected from unauthorized access. STIG ID: DM6075 Severity: CAT II Class: Unclass,
