CCE ID v5,CCE Title,USGCB Setting,Technical Mechanism,Configuration Details,Rationale,Impact,800-53 Mapping,National Information Assurance Partnership Operating System Protection Profile,Center for Internet Security,Defense Information Systems Agency Security Security Requirements Guide,Configuration Group
CCE-80654-7,Ensure PAM Enforces Password Requirements - Minimum Different Characters,8,via /etc/security/pwquality.conf,"The pam_pwquality module&#39;s difok parameter sets the number of characters
in a password that must not be present in and old password during a password change.

Modify the difok setting in /etc/security/pwquality.conf
to equal  to require differing characters
when changing passwords.","Use of a complex password helps to increase the time and resources
required to compromise the password. Password complexity, or strength,
is a measure of the effectiveness of a password in resisting attempts
at guessing and brute–force attacks.

Password complexity is one factor of several that determines how long
it takes to crack a password. The more complex the password, the
greater the number of possible combinations that need to be tested
before the password is compromised.

Requiring a minimum number of different characters during password changes ensures that
newly changed passwords should not resemble previously compromised ones.
Note that passwords which are changed on compromised systems will still be compromised, however.",medium,"CM-6(a),IA-5(1)(b),IA-5(4),IA-5(c)",,,SRG-OS-000072-GPOS-00040,Set Password Quality Requirements with pam_pwquality
CCE-80665-3,Ensure PAM Enforces Password Requirements - Minimum Uppercase Characters,True,via /etc/security/pwquality.conf,"The pam_pwquality module&#39;s ucredit= parameter controls requirements for
usage of uppercase letters in a password. When set to a negative number, any password will be required to
contain that many uppercase characters. When set to a positive number, pam_pwquality will grant +1 additional
length credit for each uppercase character. Modify the ucredit setting in
/etc/security/pwquality.conf to require the use of an uppercase character in passwords.","Use of a complex password helps to increase the time and resources reuiqred to compromise the password.
Password complexity, or strength, is a measure of the effectiveness of a password in resisting attempts
at guessing and brute-force attacks.

Password complexity is one factor of several that determines how long it takes to crack a password. The more
complex the password, the greater the number of possible combinations that need to be tested before
the password is compromised.",medium,"CM-6(a),IA-5(1)(a),IA-5(4),IA-5(c)",FMT_MOF_EXT.1,6.3.2,SRG-OS-000069-GPOS-00037,Set Password Quality Requirements with pam_pwquality
CCE-80653-9,Ensure PAM Enforces Password Requirements - Minimum Digit Characters,True,via /etc/security/pwquality.conf,"The pam_pwquality module&#39;s dcredit parameter controls requirements for
usage of digits in a password. When set to a negative number, any password will be required to
contain that many digits. When set to a positive number, pam_pwquality will grant +1 additional
length credit for each digit. Modify the dcredit setting in
/etc/security/pwquality.conf to require the use of a digit in passwords.","Use of a complex password helps to increase the time and resources required
to compromise the password. Password complexity, or strength, is a measure of
the effectiveness of a password in resisting attempts at guessing and brute-force
attacks.

Password complexity is one factor of several that determines how long it takes
to crack a password. The more complex the password, the greater the number of
possible combinations that need to be tested before the password is compromised.
Requiring digits makes password guessing attacks more difficult by ensuring a larger
search space.",medium,"CM-6(a),IA-5(1)(a),IA-5(4),IA-5(c)",FMT_MOF_EXT.1,6.3.2,SRG-OS-000071-GPOS-00039,Set Password Quality Requirements with pam_pwquality
CCE-80663-8,Ensure PAM Enforces Password Requirements - Minimum Special Characters,True,via /etc/security/pwquality.conf,"The pam_pwquality module&#39;s ocredit= parameter controls requirements for
usage of special (or &#34;other&#34;) characters in a password. When set to a negative number,
any password will be required to contain that many special characters.
When set to a positive number, pam_pwquality will grant +1
additional length credit for each special character. Modify the ocredit setting
in /etc/security/pwquality.conf to equal 
to require use of a special character in passwords.","Use of a complex password helps to increase the time and resources required
to compromise the password. Password complexity, or strength, is a measure of
the effectiveness of a password in resisting attempts at guessing and brute-force
attacks.

Password complexity is one factor of several that determines how long it takes
to crack a password. The more complex the password, the greater the number of
possble combinations that need to be tested before the password is compromised.
Requiring a minimum number of special characters makes password guessing attacks
more difficult by ensuring a larger search space.",medium,"CM-6(a),IA-5(1)(a),IA-5(4),IA-5(c)",FMT_MOF_EXT.1,,SRG-OS-000266-GPOS-00101,Set Password Quality Requirements with pam_pwquality
CCE-82066-2,Set Password Maximum Consecutive Repeating Characters,4,via /etc/security/pwquality.conf,"The pam_pwquality module&#39;s maxrepeat parameter controls requirements for
consecutive repeating characters. When set to a positive number, it will reject passwords
which contain more than that number of consecutive characters. Modify the maxrepeat setting
in /etc/security/pwquality.conf to equal  to prevent a
run of ( + 1) or more identical characters.","Use of a complex password helps to increase the time and resources required to compromise the password.
Password complexity, or strength, is a measure of the effectiveness of a password in resisting attempts at
guessing and brute-force attacks.

Password complexity is one factor of several that determines how long it takes to crack a password. The more
complex the password, the greater the number of possible combinations that need to be tested before the
password is compromised.

Passwords with excessive repeating characters may be more vulnerable to password-guessing attacks.",medium,"CM-6(a),IA-5(4),IA-5(c)",,,SRG-OS-000072-GPOS-00040,Set Password Quality Requirements with pam_pwquality
CCE-80655-4,Ensure PAM Enforces Password Requirements - Minimum Lowercase Characters,True,via /etc/security/pwquality.conf,"The pam_pwquality module&#39;s lcredit parameter controls requirements for
usage of lowercase letters in a password. When set to a negative number, any password will be required to
contain that many lowercase characters. When set to a positive number, pam_pwquality will grant +1 additional
length credit for each lowercase character. Modify the lcredit setting in
/etc/security/pwquality.conf to require the use of a lowercase character in passwords.","Use of a complex password helps to increase the time and resources required
to compromise the password. Password complexity, or strength, is a measure of
the effectiveness of a password in resisting attempts at guessing and brute-force
attacks.

Password complexity is one factor of several that determines how long it takes
to crack a password. The more complex the password, the greater the number of
possble combinations that need to be tested before the password is compromised.
Requiring a minimum number of lowercase characters makes password guessing attacks
more difficult by ensuring a larger search space.",medium,"CM-6(a),IA-5(1)(a),IA-5(4),IA-5(c)",FMT_MOF_EXT.1,,SRG-OS-000070-GPOS-00038,Set Password Quality Requirements with pam_pwquality
CCE-80664-6,Ensure PAM Enforces Password Requirements - Authentication Retry Prompts Permitted Per-Session,3,via /etc/security/pwquality.conf,"To configure the number of retry prompts that are permitted per-session:
Edit the pam_pwquality.so statement in /etc/pam.d/system-auth to
show retry=, or a lower value if
site policy is more restrictive.
The DoD requirement is a maximum of 3 prompts per session.","Setting the password retry prompts that are permitted on a per-session basis to a low value
requires some software, such as SSH, to re-connect. This can slow down and
draw additional attention to some types of password-guessing attacks. Note that this
is different from account lockout, which is provided by the pam_faillock module.",medium,"AC-7(a),CM-6(a),IA-5(4)",FMT_MOF_EXT.1,6.3.2,SRG-OS-000480-GPOS-00225,Set Password Quality Requirements with pam_pwquality
CCE-80656-2,Ensure PAM Enforces Password Requirements - Minimum Length,16,via /etc/security/pwquality.conf,"The pam_pwquality module&#39;s minlen parameter controls requirements for
minimum characters required in a password. Add minlen=
after pam_pwquality to set minimum password length requirements.","The shorter the password, the lower the number of possible combinations
that need to be tested before the password is compromised.

Password complexity, or strength, is a measure of the effectiveness of a
password in resisting attempts at guessing and brute-force attacks.
Password length is one factor of several that helps to determine strength
and how long it takes to crack a password. Use of more characters in a password
helps to exponentially increase the time and/or resources required to
compromose the password.",medium,"CM-6(a),IA-5(1)(a),IA-5(4),IA-5(c)",FMT_MOF_EXT.1,6.3.2,SRG-OS-000078-GPOS-00046,Set Password Quality Requirements with pam_pwquality
CCE-80669-5,Set Interval For Counting Failed Password Attempts,604800,via pam_faillock,"Utilizing pam_faillock.so, the fail_interval directive
configures the system to lock out an account after a number of incorrect
login attempts within a specified time period. Modify the content of both
/etc/pam.d/system-auth and /etc/pam.d/password-auth
as follows:

Add the following line immediately before the
    pam_unix.so statement in the AUTH section:
auth required pam_faillock.so preauth silent deny= unlock_time= fail_interval=
Add the following line immediately after the
    pam_unix.so statement in the AUTH section:
auth [default=die] pam_faillock.so authfail deny= unlock_time= fail_interval=

Add the following line immediately before the
    pam_unix.so statement in the ACCOUNT section:
account required pam_faillock.so
","By limiting the number of failed logon attempts the risk of unauthorized system
access via user password guessing, otherwise known as brute-forcing, is reduced.
Limits are imposed by locking the account.",medium,"AC-7(a),CM-6(a)",FIA_AFL.1,,"SRG-OS-000021-GPOS-00005,SRG-OS-000329-GPOS-00128",Set Lockouts for Failed Password Attempts
CCE-80666-1,Limit Password Reuse,5,via pam_unix.so or pam_pwhistory.so,"Do not allow users to reuse recent passwords. This can be
accomplished by using the remember option for the pam_unix
or pam_pwhistory PAM modules.

In the file /etc/pam.d/system-auth, append remember=
to the line which refers to the pam_unix.so or pam_pwhistory.somodule, as shown below:
for the pam_unix.so case:
password sufficient pam_unix.so ...existing_options... remember=
for the pam_pwhistory.so case:
password requisite pam_pwhistory.so ...existing_options... remember=

The DoD STIG requirement is 5 passwords.",Preventing re-use of previous passwords helps ensure that a compromised password is not re-used by a user.,medium,"IA-5(1)(e),IA-5(f)",,5.3.3,SRG-OS-000077-GPOS-00045,Set Lockouts for Failed Password Attempts
CCE-80668-7,Configure the root Account for Failed Password Attempts,even_root_deny,via pam_faillock,"To configure the system to lock out the root account after a
number of incorrect login attempts using pam_faillock.so, modify
the content of both /etc/pam.d/system-auth and
/etc/pam.d/password-auth as follows:

Modify the following line in the AUTH section to add
even_deny_root:
auth required pam_faillock.so preauth silent even_deny_root deny= unlock_time= fail_interval=Modify the following line in the AUTH section to add
even_deny_root:
auth [default=die] pam_faillock.so authfail even_deny_root deny= unlock_time= fail_interval=
","By limiting the number of failed logon attempts, the risk of unauthorized system access via user password
guessing, otherwise known as brute-forcing, is reduced. Limits are imposed by locking the account.",medium,"AC-7(b),CM-6(a),IA-5(c)",FMT_MOF_EXT.1,,"SRG-OS-000021-GPOS-00005,SRG-OS-000329-GPOS-00128",Set Lockouts for Failed Password Attempts
