Unnamed: 0,Last modified: 2012-03-13,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
CCE-11762-2,"The ""All Removable Storage classes: Deny all access"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Removable Storage Access\All Removable Storage classes: Deny all access
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\RemovableStorageDevices",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11585-7,"The ""All Removable Storage: Allow direct access in remote sessions"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Removable Storage Access\All Removable Storage: Allow direct access in remote sessions
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\RemovableStorageDevices",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-10982-7,"The ""Allow .rdp files from unknown publishers"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Connection Client\Allow .rdp files from unknown publishers
HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11350-6,"The ""Allow .rdp files from valid publishers and user's default .rdp settings"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Connection Client\Allow .rdp files from valid publishers and user's default .rdp settings
HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11465-2,"The ""Allow access to BitLocker-protected fixed data drives from earlier versions of Windows"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Fixed Data Drives\Allow access to BitLocker-protected fixed data drives from earlier versions of Windows
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\FVE",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11636-8,"The ""Allow access to BitLocker-protected removable data drives from earlier versions of Windows"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Removable Data Drives\Allow access to BitLocker-protected removable data drives from earlier versions of Windows
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\FVE",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-10520-5,"The ""Allow admin to install from Remote Desktop Services session"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Windows Installer\Allow admin to install from Remote Desktop Services session
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\Installer",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-10446-3,"The ""Allow administrators to override Device Installation Restriction policies"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Device Installation\Device Installation Restrictions\Allow administrators to override Device Installation Restriction policies
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\DeviceInstall\Restrictions",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11674-9,"The ""Allow Applications to Prevent Automatic Sleep (On Battery)"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Power Management\Sleep Settings\Allow Applications to Prevent Automatic Sleep (On Battery)
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Power\PowerSettings\A4B195F5-8225-47D8-8012-9D41369786E2",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11835-6,"The ""Allow Applications to Prevent Automatic Sleep (Plugged In)"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Power Management\Sleep Settings\Allow Applications to Prevent Automatic Sleep (Plugged In)
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Power\PowerSettings\A4B195F5-8225-47D8-8012-9D41369786E2",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-12885-0,"The ""Allow asynchronous user Group Policy processing when logging on through Remote Desktop Services"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Group Policy\Allow asynchronous user Group Policy processing when logging on through Remote Desktop Services
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\System",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11359-7,"The ""Allow audio and video playback redirection"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Device and Resource Redirection\Allow audio and video playback redirection
HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11228-4,"The ""Allow audio recording redirection"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Device and Resource Redirection\Allow audio recording redirection
HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11381-1,"The ""Allow automatic configuration of listeners"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Service\Allow automatic configuration of listeners
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\WinRM\Service",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-10584-1,"The ""Allow Automatic Sleep with Open Network Files (On Battery)"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Power Management\Sleep Settings\Allow Automatic Sleep with Open Network Files (On Battery)
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Power\PowerSettings\d4c1d4c8-d5cc-43d3-b83e-fc51215cb04d",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11514-7,"The ""Allow Automatic Sleep with Open Network Files (Plugged In)"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Power Management\Sleep Settings\Allow Automatic Sleep with Open Network Files (Plugged In)
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Power\PowerSettings\d4c1d4c8-d5cc-43d3-b83e-fc51215cb04d",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11537-8,"The ""Allow Automatic Updates immediate installation"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Windows Update\Allow Automatic Updates immediate installation
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\WindowsUpdate\AU",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-10454-7,"The ""Allow Basic authentication"" machine setting should be configured correctly for the WinRM client.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Client\Allow Basic authentication
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\WinRM\Client",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11131-0,"The ""Allow Basic authentication"" machine setting should be configured correctly for the WinRM service.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Service\Allow Basic authentication
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\WinRM\Service",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11216-9,"The ""Allow BITS Peercaching"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Network\Background Intelligent Transfer Service (BITS)\Allow BITS Peercaching
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\BITS",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11906-5,"The ""Allow certificates with no extended key usage certificate attribute"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Smart Card\Allow certificates with no extended key usage certificate attribute
HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\SmartCardCredentialProvider",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11539-4,"The ""Allow Corporate redirection of Customer Experience Improvement uploads"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Windows Customer Experience Improvement Program\Allow Corporate redirection of Customer Experience Improvement uploads
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\SQMClient",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-12032-9,"The ""Allow CredSSP authentication"" machine setting should be configured correctly for the WinRM client.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Client\Allow CredSSP authentication
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\WinRM\Client",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11306-8,"The ""Allow CredSSP authentication"" machine setting should be configured correctly for the WinRM service.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Service\Allow CredSSP authentication
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\WinRM\Service",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-13723-2,"The ""Allow Cross-Forest User Policy and Roaming User Profiles"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Group Policy\Allow Cross-Forest User Policy and Roaming User Profiles
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\System",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11972-7,"The ""Allow cryptography algorithms compatible with Windows NT 4.0"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Net Logon\Allow cryptography algorithms compatible with Windows NT 4.0
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Netlogon\Parameters",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-10397-8,"The ""Allow Delegating Default Credentials"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Credentials Delegation\Allow Delegating Default Credentials
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CredentialsDelegation",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-10648-4,"The ""Allow Delegating Default Credentials with NTLM-only Server Authentication"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Credentials Delegation\Allow Delegating Default Credentials with NTLM-only Server Authentication
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CredentialsDelegation",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11223-5,"The ""Allow Delegating Fresh Credentials"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Credentials Delegation\Allow Delegating Fresh Credentials
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CredentialsDelegation",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-10968-6,"The ""Allow Delegating Fresh Credentials with NTLM-only Server Authentication"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Credentials Delegation\Allow Delegating Fresh Credentials with NTLM-only Server Authentication
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CredentialsDelegation",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-10440-6,"The ""Allow Delegating Saved Credentials"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Credentials Delegation\Allow Delegating Saved Credentials
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CredentialsDelegation",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-12094-9,"The ""Allow Delegating Saved Credentials with NTLM-only Server Authentication"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Credentials Delegation\Allow Delegating Saved Credentials with NTLM-only Server Authentication
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\CredentialsDelegation",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-12042-8,"The ""Allow desktop composition for remote desktop sessions"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Remote Session Environment\Allow desktop composition for remote desktop sessions
HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11379-5,"The ""Allow DNS Suffix Appending to Unqualified Multi-Label Name Queries"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Network\DNS Client\Allow DNS Suffix Appending to Unqualified Multi-Label Name Queries
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\DNSClient",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11188-0,"The ""Allow domain users to log on using biometrics"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Biometrics\Allow domain users to log on using biometrics
HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Biometrics\Credential Provider",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11455-3,"The ""Allow ECC certificates to be used for logon and authentication"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Smart Card\Allow ECC certificates to be used for logon and authentication
HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\SmartCardCredentialProvider",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-10612-0,"The ""Allow enhanced PINs for startup"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\BitLocker Drive Encryption\Operating System Drives\Allow enhanced PINs for startup
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\FVE",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-10532-0,"The ""Allow Enhanced Storage certificate provisioning"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Enhanced Storage Access\Allow Enhanced Storage certificate provisioning
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\EnhancedStorageDevices",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-10675-7,"The ""Allow installation of devices that match any of these device IDs"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Device Installation\Device Installation Restrictions\Allow installation of devices that match any of these device IDs
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\DeviceInstall\Restrictions",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11822-4,"The ""Allow installation of devices using drivers that match these device setup classes"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Device Installation\Device Installation Restrictions\Allow installation of devices using drivers that match these device setup classes
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\DeviceInstall\Restrictions",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11250-8,"The ""Allow Integrated Unblock screen to be displayed at the time of logon"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Smart Card\Allow Integrated Unblock screen to be displayed at the time of logon
HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\SmartCardCredentialProvider",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11201-1,"The ""Allow local activation security check exemptions"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Distributed COM\Application Compatibility Settings\Allow local activation security check exemptions
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\DCOM\AppCompat",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11330-8,"The ""Allow logon scripts when NetBIOS or WINS is disabled"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Scripts\Allow logon scripts when NetBIOS or WINS is disabled
HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-12004-8,"The ""Allow non-administrators to install drivers for these device setup classes"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Driver Installation\Allow non-administrators to install drivers for these device setup classes
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\DriverInstall\Restrictions",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-10383-8,"The ""Allow non-administrators to receive update notifications"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Windows Update\Allow non-administrators to receive update notifications
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\WindowsUpdate",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-10946-2,"The ""Allow only system backup"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Windows Components\Backup\Server\Allow only system backup
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\Backup\Server",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11081-7,"The ""Allow only USB root hub connected Enhanced Storage devices"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Enhanced Storage Access\Allow only USB root hub connected Enhanced Storage devices
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\EnhancedStorageDevices",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11249-0,"The ""Allow only Vista or later connections"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\System\Remote Assistance\Allow only Vista or later connections
HKEY_LOCAL_MACHINE\Software\policies\Microsoft\Windows NT\Terminal Services",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-10947-0,"The ""Allow or Disallow use of the Offline Files feature"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Network\Offline Files\Allow or Disallow use of the Offline Files feature
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows\NetCache",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11912-3,"The ""Allow Print Spooler to accept client connections"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Printers\Allow Print Spooler to accept client connections
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Printers",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
CCE-11104-7,"The ""Allow printers to be published"" machine setting should be configured correctly.",enabled/disabled,"Computer Configuration\Administrative Templates\Printers\Allow printers to be published
HKEY_LOCAL_MACHINE\Software\Policies\Microsoft\Windows NT\Printers",,"Microsoft Tool: Security Compliance Manager (SCM)
Microsoft Baseline: Windows Server 2008 R2
SCM URL: http://go.microsoft.com/fwlink/?LinkId=113940"
