Unnamed: 0,Last modfied: 2013-02-11,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
CCE-19092-6,"The  ""Index this resource"" permission should be enabled or disabled as appropriate for the home directory of the specified websites.","(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Services (IIS) Manager GUI: Server > Right Click on the specified website > Properties > Home Directory tab > Index this resource,,,,"Rule Title:  Indexing Services must only index web content.
STIG ID: WA000-WI070 IIS6  Rule ID: SV-38011r1_rule  Vuln ID: V-3963",
CCE-19716-0,"The ""Execute Permissions"" permission should be set correctly for the specified websites.","(1) TARGET: website
(2) none/scripts/scripts&executables",(1) Internet Information Services (IIS) Manager GUI: Server > Right Click on the specified website > Properties > Home Directory tab > Execute Permissions,,,,"Rule Title:  The web client account access to the content and scripts directories must be limited to read and execute.
STIG ID: WG290 IIS6  Rule ID: SV-30020r2_rule  Vuln ID: V-2258",
CCE-19138-7,"The  ""Anonymous Access"" permission should be enabled or disabled as appropriate for the home directory of the specified websites.","(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Services (IIS) Manager GUI: Server > Right Click on the specified website > Properties > Directory Security > Authentication and Access Control tab > Anonymous Access,,https://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/035dcfd0-9a36-4788-b3b6-91dc6a9d9936.mspx?mfr=true,,,
CCE-19867-1,Basic Authentication should be enabled or disabled as appropriate for the specified websites.,"(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Services (IIS) Manager GUI: Right Click on Server > Properties > Directory Security > Authentication and Access Control tab > Authenticated Access,,https://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/f85f0f16-4fea-4852-980c-4982d53c9948.mspx?mfr=true,,,
CCE-19628-7,Integrated Windows Authentication should be enabled or disabled as appropriate the specified websites.,"(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Services (IIS) Manager GUI: Server > Right Click on the specified website > Properties > Directory Security > Authentication and Access Control tab > Authenticated Access,,https://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/5f8fe119-4095-4094-bba5-7dec361c7afe.mspx?mfr=true,,,
CCE-19432-4,The WWW service Special Characters In Shells setting should be enabled or disabled as appropriate.,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W3SVC\Parameters\AllowSpecialCharsInShell,,http://msdn.microsoft.com/en-us/library/aa711451%28v=vs.71%29.aspx,,,
CCE-19790-5,IIS WWW service SSL error logging should be enabled or disabled as appropriate.,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\SecurityProviders\Schannel\EventLogging,,http://support.microsoft.com/kb/260729,,,
CCE-20065-9,The RDSServer.DataFactory object should be enable or disabeld as appropriate.,(1) exist/not exist,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W3SVC\Parameters\ADCLaunch\RDSServer.Factory
",,http://technet.microsoft.com/en-us/security/bulletin/fq99-025,,,
CCE-19711-1,The AdvancedDataFactory object should be enable or disabeld as appropriate.,(1) exist/not exist,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W3SVC\Parameters\ADCLaunch\AdvancedDataFactory
",,http://technet.microsoft.com/en-us/security/bulletin/fq99-025,,,
CCE-19384-7,The VbBusObj.VbBusObjCls object should be enable or disabeld as appropriate.,(1) exist/not exist,"(1) 
HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W3SVC\Parameters\ADCLaunch\VbBusObj.VbBusObjCls",,http://technet.microsoft.com/en-us/security/bulletin/fq99-025,,,
CCE-19690-7,The execution context of the IIS CGI processes should be configured as appropriate.,(1) enabled/disabled,"(1) 
'CreateProcessAsUser' key in IIS metabase file",,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/7b55d524-60fc-4420-807b-e1797658088a.mspx?mfr=true,,,
CCE-20023-8,The '.printer' extension mapping should be configured as appropriate.,(1) exist/not exist,(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Home Directory tab > Configuration button > App Mappings tab ,,,,"Rule Title:  Unused and vulnerable script mappings in IIS 6 must be removed.
STIG ID: WA000-WI050 IIS6  Rule ID: SV-16145r2_rule  Vuln ID: V-2267",
CCE-19768-1,The '.htw' extension mapping should be configured as appropriate.,(1) exist/not exist,(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Home Directory tab > Configuration button > App Mappings tab ,,,,"Rule Title:  Unused and vulnerable script mappings in IIS 6 must be removed.
STIG ID: WA000-WI050 IIS6  Rule ID: SV-16145r2_rule  Vuln ID: V-2267",
CCE-19946-3,The '.ida' extension mapping should be configured as appropriate.,(1) exist/not exist,(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Home Directory tab > Configuration button > App Mappings tab ,,,,"Rule Title:  Unused and vulnerable script mappings in IIS 6 must be removed.
STIG ID: WA000-WI050 IIS6  Rule ID: SV-16145r2_rule  Vuln ID: V-2267",
CCE-19365-6,The '.idq' extension mapping should be configured as appropriate.,(1) exist/not exist,(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Home Directory tab > Configuration button > App Mappings tab ,,,,"Rule Title:  Unused and vulnerable script mappings in IIS 6 must be removed.
STIG ID: WA000-WI050 IIS6  Rule ID: SV-16145r2_rule  Vuln ID: V-2267",
CCE-19527-1,The '.idc' extension mapping should be configured as appropriate.,(1) exist/not exist,(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Home Directory tab > Configuration button > App Mappings tab ,,,,"Rule Title:  Unused and vulnerable script mappings in IIS 6 must be removed.
STIG ID: WA000-WI050 IIS6  Rule ID: SV-16145r2_rule  Vuln ID: V-2267",
CCE-19732-7,The '.shtm' extension mapping should be configured as appropriate.,(1) exist/not exist,(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Home Directory tab > Configuration button > App Mappings tab ,,,,"Rule Title:  Unused and vulnerable script mappings in IIS 6 must be removed.
STIG ID: WA000-WI050 IIS6  Rule ID: SV-16145r2_rule  Vuln ID: V-2267",
CCE-20043-6,The '.stm' extension mapping should be configured as appropriate.,(1) exist/not exist,(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Home Directory tab > Configuration button > App Mappings tab ,,,,"Rule Title:  Unused and vulnerable script mappings in IIS 6 must be removed.
STIG ID: WA000-WI050 IIS6  Rule ID: SV-16145r2_rule  Vuln ID: V-2267",
CCE-19545-3,The '.shtml' extension mapping should be configured as appropriate.,(1) exist/not exist,(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Home Directory tab > Configuration button > App Mappings tab ,,,,"Rule Title:  Unused and vulnerable script mappings in IIS 6 must be removed.
STIG ID: WA000-WI050 IIS6  Rule ID: SV-16145r2_rule  Vuln ID: V-2267",
CCE-20044-4,Relative path traversal should be enabled or disabled as appropriate for the specified websites.,"(1) TARGET: webiste
(2) enabled/disabled",(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Home Directory tab > Configuration button > Enable Parent Paths,,,,"Rule Title:  Interactive scripts must have proper access controls.
STIG ID: WG410 IIS6  Rule ID: SV-28848r2_rule  Vuln ID: V-2229",
CCE-19751-7,The startup type of the IIS Admin (IISAdmin) service should be correct.,(1) automatic/manual/disabled,"(1) defined by the Services Administrative Tool 
(2) definied by Group Policy
(3) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\IISADMIN\Start   ",,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/2df6ff66-da04-4e7c-997d-8f7aa46af8c8.mspx?mfr=true,,,
CCE-20034-5,Permissions on the Inetpub directory should be set appropriately.,(1) set of accounts (2) list of permissions (3) applicability,"(1) 
defined by the object's DACL",,,,,"Rule Title:  Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 IIS6  Rule ID: SV-38327r1_rule  Vuln ID: V-2259"
CCE-19792-1,Permissions on the inetsrv directory should be set appropriately.,(1) set of accounts (2) list of permissions (3) applicability,"(1) 
defined by the object's DACL",,,,,"Rule Title:  Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 IIS6  Rule ID: SV-38327r1_rule  Vuln ID: V-2259"
CCE-20014-7,Permissions on  inetsrv\asp.dll should be set appropriately.,(1) set of accounts (2) list of permissions (3) applicability,"(1) 
defined by the object's DACL",,,,,"Rule Title:  Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 IIS6  Rule ID: SV-38327r1_rule  Vuln ID: V-2259"
CCE-19433-2,"Permissions on the Web Root ""Images"" directory should be set appropriately.",(1) set of accounts (2) list of permissions (3) applicability,"(1) 
defined by the object's DACL",,,,,"Rule Title:  Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 IIS6  Rule ID: SV-38327r1_rule  Vuln ID: V-2259"
CCE-19643-6,"Permissions on the Web Root ""scripts"" directory should be set appropriately.",(1) set of accounts (2) list of permissions (3) applicability,"(1) 
defined by the object's DACL",,,,,"Rule Title:  Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 IIS6  Rule ID: SV-38327r1_rule  Vuln ID: V-2259"
CCE-19332-6,"Permissions on the Web Root ""executables"" directory should be set appropriately.",(1) set of accounts (2) list of permissions (3) applicability,"(1) 
defined by the object's DACL",,,,,"Rule Title:  Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 IIS6  Rule ID: SV-38327r1_rule  Vuln ID: V-2259"
CCE-20083-2,"Permissions on the Web Root ""docs"" directory should be set appropriately.",(1) set of accounts (2) list of permissions (3) applicability,"(1) 
defined by the object's DACL",,,,,"Rule Title:  Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 IIS6  Rule ID: SV-38327r1_rule  Vuln ID: V-2259"
CCE-19801-0,"Permissions on the Web Root ""home"" directory should be set appropriately.",(1) set of accounts (2) list of permissions (3) applicability,"(1) 
defined by the object's DACL",,,,,"Rule Title:  Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 IIS6  Rule ID: SV-38327r1_rule  Vuln ID: V-2259"
CCE-19618-8,"Permissions on the Web Root ""include"" directory should be set appropriately.",(1) set of accounts (2) list of permissions (3) applicability,"(1) 
defined by the object's DACL",,,,,"Rule Title:  Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 IIS6  Rule ID: SV-38327r1_rule  Vuln ID: V-2259"
CCE-20052-7,Permissions on the Web Root directory should be set appropriately.,(1) set of accounts (2) list of permissions (3) applicability,"(1) 
defined by the object's DACL",,,,,"Rule Title:  Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 IIS6  Rule ID: SV-38327r1_rule  Vuln ID: V-2259"
CCE-19888-7,Permissions on the default Logfiles directory should be set appropriately.,(1) set of accounts (2) list of permissions (3) applicability,"(1) 
defined by the object's DACL",,,,,"Rule Title:  Web server system files must conform to minimum file permission requirements.
STIG ID: WG300 IIS6  Rule ID: SV-38327r1_rule  Vuln ID: V-2259"
CCE-20077-4,The file auditing for the directory \%SystemRoot%\System32\Inetsrv should be configured appropriately., (1) set of accounts (2) events to  audit (3) applicability, (1) defined by the object's SACL ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/ebf1885b-7217-4ac6-93a3-633ef248bc8f.mspx?mfr=true,,,
CCE-19977-8,The file auditing for the Inetpub  directory should be configured appropriately., (1) set of accounts (2) events to  audit (3) applicability, (1) defined by the object's SACL ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/ebf1885b-7217-4ac6-93a3-633ef248bc8f.mspx?mfr=true,,,
CCE-20029-5,The file auditing for the Web Root directory should be configured appropriately., (1) set of accounts (2) events to  audit (3) applicability, (1) defined by the object's SACL ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/ebf1885b-7217-4ac6-93a3-633ef248bc8f.mspx?mfr=true,,,
CCE-19884-6,HTTP protocol logging should be enabled or disabled as appropriate for the specified websites. ,"(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Website Tab > W3C Extended Log File Format > Properties > Extended Properties ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/676400bc-8969-4aa7-851a-9319490a9bbb.mspx?mfr=true,,"Rule Title:  Log file data must contain required data elements.
STIG ID: WG242 IIS6  Rule ID: SV-28653r2_rule  Vuln ID: V-13688
Severity: CAT II Class: Unclass",
CCE-20024-6,Date logging should be enabled or disabled as appropriate for the specified websites.,"
(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Website Tab > W3C Extended Log File Format > Properties > Extended Properties ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/676400bc-8969-4aa7-851a-9319490a9bbb.mspx?mfr=true,,"Rule Title:  Log file data must contain required data elements.
STIG ID: WG242 IIS6  Rule ID: SV-28653r2_rule  Vuln ID: V-13688
Severity: CAT II Class: Unclass",
CCE-19615-4,Time logging should be enabled or disabled as appropriate for the specified websites.,"
(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Website Tab > W3C Extended Log File Format > Properties > Extended Properties ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/676400bc-8969-4aa7-851a-9319490a9bbb.mspx?mfr=true,,"Rule Title:  Log file data must contain required data elements.
STIG ID: WG242 IIS6  Rule ID: SV-28653r2_rule  Vuln ID: V-13688
Severity: CAT II Class: Unclass",
CCE-19678-2,Client IP Address logging should be enabled or disabled as appropriate for the specified websites.,"
(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Website Tab > W3C Extended Log File Format > Properties > Extended Properties ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/676400bc-8969-4aa7-851a-9319490a9bbb.mspx?mfr=true,,"Rule Title:  Log file data must contain required data elements.
STIG ID: WG242 IIS6  Rule ID: SV-28653r2_rule  Vuln ID: V-13688
Severity: CAT II Class: Unclass",
CCE-19753-3,User name logging should be enabled or disabled as appropriate for the specified websites. ,"
(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Website Tab > W3C Extended Log File Format > Properties > Extended Properties ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/676400bc-8969-4aa7-851a-9319490a9bbb.mspx?mfr=true,,"Rule Title:  Log file data must contain required data elements.
STIG ID: WG242 IIS6  Rule ID: SV-28653r2_rule  Vuln ID: V-13688
Severity: CAT II Class: Unclass",
CCE-19683-2,User agent logging should be enabled or disabled as appropriate for the specified websites.,"
(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Website Tab > W3C Extended Log File Format > Properties > Extended Properties ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/676400bc-8969-4aa7-851a-9319490a9bbb.mspx?mfr=true,,,
CCE-19167-6,Method logging should be enabled or disabled as appropriate for the specified websites.,"
(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Website Tab > W3C Extended Log File Format > Properties > Extended Properties ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/676400bc-8969-4aa7-851a-9319490a9bbb.mspx?mfr=true,,"Rule Title:  Log file data must contain required data elements.
STIG ID: WG242 IIS6  Rule ID: SV-28653r2_rule  Vuln ID: V-13688
Severity: CAT II Class: Unclass",
CCE-20028-7,URI stem logging should be enabled or disabled as appropriate for the specified websites. ,"
(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Website Tab > W3C Extended Log File Format > Properties > Extended Properties ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/676400bc-8969-4aa7-851a-9319490a9bbb.mspx?mfr=true,,,
CCE-19606-3,URL query logging should be enabled or disabled as appropriate for the specified websites. ,"
(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Website Tab > W3C Extended Log File Format > Properties > Extended Properties ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/676400bc-8969-4aa7-851a-9319490a9bbb.mspx?mfr=true,,"Rule Title:  Log file data must contain required data elements.
STIG ID: WG242 IIS6  Rule ID: SV-28653r2_rule  Vuln ID: V-13688
Severity: CAT II Class: Unclass",
CCE-19838-2,Server IP address logging should be enabled or disabled as appropriate for the specified websites. ,"
(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Website Tab > W3C Extended Log File Format > Properties > Extended Properties ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/676400bc-8969-4aa7-851a-9319490a9bbb.mspx?mfr=true,,,
CCE-19684-0,Server port logging should be enabled or disabled as appropriate for the specified websites. ,"
(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Website Tab > W3C Extended Log File Format > Properties > Extended Properties ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/676400bc-8969-4aa7-851a-9319490a9bbb.mspx?mfr=true,,,
CCE-19940-6,Protocol status logging should be enabled or disabled as appropriate for the specified websites. ,"
(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Website Tab > W3C Extended Log File Format > Properties > Extended Properties ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/676400bc-8969-4aa7-851a-9319490a9bbb.mspx?mfr=true,,"Rule Title:  Log file data must contain required data elements.
STIG ID: WG242 IIS6  Rule ID: SV-28653r2_rule  Vuln ID: V-13688
Severity: CAT II Class: Unclass",
CCE-20080-8,Win32 status logging should be enabled or disabled as appropriate for the specified websites.,"
(1) TARGET: website
(2) enabled/disabled",(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Website Tab > W3C Extended Log File Format > Properties > Extended Properties ,,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/676400bc-8969-4aa7-851a-9319490a9bbb.mspx?mfr=true,,,
CCE-20026-1,The path of the HTTP Log folder  should be configured correctly for the specified websites.,"(1) TARGET: website
(2) local path",(1) Internet Information Service Manager > Server > Right Click on the specified website > Properties > Website Tab > Properties,,http://msdn.microsoft.com/en-us/library/ff648653.aspx,,,
CCE-19641-0,The file auditing for the \Metaback directory should be configured appropriately., (1) set of accounts (2) events to  audit (3) applicability, (1) defined by the object's SACL ,,http://support.microsoft.com/kb/271071,,,
CCE-19362-3,The membership of the IUSR account should be configured correctly.,(1) set of accounts,"(1) 
defined by Local or Group Policy",,,,,"Rule Title:  Anonymous access accounts must be restricted.
STIG ID: WG195 IIS6  Rule ID: SV-29351r2_rule  Vuln ID: V-6537
Severity: CAT I Class: Unclass"
CCE-19611-3,The IUSR account should be enabled or disabled as appropriate.,(1) enabled/disabled,"(1) 
defined by Local or Group Policy",,http://msdn.microsoft.com/en-us/library/ff648653.aspx,,,
CCE-20015-4,The IWAM account should be configured correctly.,(1) valid name,"(1) 
WAMUserName Metabase Property",,http://www.microsoft.com/technet/prodtechnol/WindowsServer2003/Library/IIS/8f8364a3-5d84-48fd-b6a7-044dad20c413.mspx?mfr=true,,,
CCE-19988-5,Server Side Includes command shell should be enabled or disabled as appropriate.,(1) enabled/disabled,(1)  HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\W3SVC\Parameters\SSIEnableCmdDirective,,,,,
CCE-19691-5,Web-based password reset IIS application mappings (.htr) should be configured correctly.,(1) exist/not exist,(1) Internet Service manager > Server > Right Click on the specified website > Properties > Home Directory tab > Configuration button >App Mappings tab,,,,"Rule Title:  Unused and vulnerable script mappings in IIS 6 must be removed.
STIG ID: WA000-WI050 IIS6  Rule ID: SV-16145r2_rule  Vuln ID: V-2267",
CCE-20020-4,IIS Sample files should be installed or not as appropriate.,"(1) exist/not exist

","(1) 
 files in \Inetpub\iissamples
",,,,,"Rule Title:  All web server documentation, sample code, example applications, and tutorials must be removed from a production web server.
STIG ID: WG385 IIS6  Rule ID: SV-38330r1_rule  Vuln ID: V-13621"
