Unnamed: 0,Last modified: 2012-03-13,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
CCE-2653-4,"Auditing of ""policy change"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2347,audit-policy-change,oval:com.secure-elements.oval:def:6015,audit_policy_change,oval:gov.nist.fdcc.vista:def:35,,,,
CCE-2322-6,"Auditing of ""privilege use"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2431,audit-privilege-use,oval:com.secure-elements.oval:def:6016,audit_privilege_use,oval:gov.nist.fdcc.vista:def:36,,,,
CCE-3257-3,"Auditing of ""privilege use"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2584,audit-privilege-use,oval:com.secure-elements.oval:def:6016,audit_privilege_use,oval:gov.nist.fdcc.vista:def:36,,,,
CCE-3024-7,"Auditing of ""process tracking"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2529,audit-process-tracking,oval:com.secure-elements.oval:def:6017,audit_process_tracking,oval:gov.nist.fdcc.vista:def:40,,,,
CCE-2927-2,"Auditing of ""process tracking"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2617,audit-process-tracking,oval:com.secure-elements.oval:def:6017,audit_process_tracking,oval:gov.nist.fdcc.vista:def:40,,,,
CCE-2953-8,"Auditing of ""system"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-2420,audit-system-events,oval:com.secure-elements.oval:def:6018,audit_system_events,oval:gov.nist.fdcc.vista:def:37,,,,
CCE-3222-7,"Auditing of ""system"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-1680,audit-system-events,oval:com.secure-elements.oval:def:6018,audit_system_events,oval:gov.nist.fdcc.vista:def:37,,,,
CCE-3121-1,"The ""restrict guest access to application log"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Application\RestrictGuestAccess 
(2) defined by Group Policy  ",,CCE-299,Prevent-Guest-Application-Log-Access,oval:com.secure-elements.oval:def:6509,,,,,,
CCE-3015-5,The application log maximum size should be configured correctly..  ,(1) size of file,"(1) Computer Configuration\Administrative Templates\Windows Components\Event Log Service\Application\Maximum Log Size 
(2)   HKLM\Software\Policies\Microsoft\Windows\EventLog\Application!MaxSize",,CCE-185,Maximum-Application-Log-Size,oval:com.secure-elements.oval:def:6506,maximum_application_log_size,oval:gov.nist.fdcc.vista:def:197,,,,
CCE-2905-8,"The ""when maximum log size is reached"" property should be set correctly for the Application log.  ",(1)  type of retention,"(1)  Computer Configuration\Administrative Templates\Windows Components\Event Log Service\Application\Retain old events 
(2) HKLM\Software\Policies\Microsoft\Windows\EventLog\Application\Retention 
(3)  HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Application\Retention",,CCE-285,Retention-Method-For-Application-Log,oval:com.secure-elements.oval:def:6512,,,,,,
CCE-2659-1,"The ""restrict guest access to security log"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Security\RestrictGuestAccess 
(2) defined by Group Policy  ",,CCE-462,Prevent-Guest-Security-Log-Access,oval:com.secure-elements.oval:def:6511,,,,,,
CCE-3302-7,The security log maximum size should be configured correctly..  ,(1) size of file,"(1) Computer Configuration\Administrative Templates\Windows Components\Event Log Service\Security\Maximum Log Size 
(2)  HKLM\Software\Policies\Microsoft\Windows\EventLog\Security!MaxSize",,CCE-757,Maximum-Security-Log-Size,oval:com.secure-elements.oval:def:6507,maximum_security_log_size,oval:gov.nist.fdcc.vista:def:198,,,,
CCE-3196-3,"The ""when maximum log size is reached"" property should be set correctly for the Security log.  ",(1)  type of retention,"(1)  Computer Configuration\Administrative Templates\Windows Components\Event Log Service\Security\Retain old events 
(2) HKLM\Software\Policies\Microsoft\Windows\EventLog\Security\Retention 
(3)  HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Application\Retention",,CCE-523,Retention-Method-For-Security-Log,oval:com.secure-elements.oval:def:6513,,,,,,
CCE-2839-9,"The ""restrict guest access to system log"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\System\RestrictGuestAccess 
(2) defined by Group Policy  ",,CCE-726,Prevent-Guest-System-Log-Access,oval:com.secure-elements.oval:def:6510,,,,,,
CCE-3165-8,The system log maximum size should be configured correctly.,(1) size of file,"(1) Computer Configuration\Administrative Templates\Windows Components\Event Log Service\System\Maximum Log Size 
(2)  HKLM\Software\Policies\Microsoft\Windows\EventLog\System!MaxSize",,CCE-735,Maximum-System-Log-Size,oval:com.secure-elements.oval:def:6508,maximum_system_log_size,oval:gov.nist.fdcc.vista:def:199,,,,
CCE-2931-4,"The ""when maximum log size is reached"" property should be set correctly for the System log.  ",(1) type of retention,"(1)  Computer Configuration\Administrative Templates\Windows Components\Event Log Service\System\Retain old events 
(2)  HKLM\Software\Policies\Microsoft\Windows\EventLog\System\Retention 
(3)  HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\EventLog\Application\Retention",,CCE-664,Retention-Method-For-System-Log,oval:com.secure-elements.oval:def:6514,,,,,,
CCE-2967-8,"The ""maximum password age"" policy should meet minimum requirements.  ",(1) number of days,(1) defined by Local or Group Policy  ,,CCE-871,maximum-password-age,oval:com.secure-elements.oval:def:6002,password-maximum_age,oval:gov.nist.fdcc.vista:def:6002,,,,
CCE-3240-9,"The ""minimum password age"" policy should meet minimum requirements.  ",(1) number of days,(1) defined by Local or Group Policy  ,,CCE-324,minimum-password-age,oval:com.secure-elements.oval:def:6003,password-minimum-age,oval:gov.nist.fdcc.vista:def:6003,,,,
CCE-2883-7,"The ""minimum password length"" policy should meet minimum requirements.  ",(1) number of days,(1) defined by Local or Group Policy  ,,CCE-100,minimum-password-length,oval:com.secure-elements.oval:def:6006,password-minimum-length,oval:gov.nist.fdcc.vista:def:6006,,,,
CCE-3033-8,"The ""password must meet complexity requirments"" policy should be set correctly.  ",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-633,password-complexity,oval:com.secure-elements.oval:def:6004,password_complexity,oval:gov.nist.fdcc.vista:def:6004,,,,
CCE-2323-4,"The ""enforce password history"" policy should meet minimum requirements.  ",(1) number of passwords remembered,(1) defined by Local or Group Policy  ,,CCE-60,enforce-password-history,oval:com.secure-elements.oval:def:6001,password_enforce_history,oval:gov.nist.fdcc.vista:def:6001,,,,
CCE-3311-8,"The ""store password using reversible encryption for all users in the domain"" policy should be set correctly.  ",(1) enabled/disabled,(1) defined by Local or Group Policy  ,,CCE-479,reversible-password-encryption,oval:com.secure-elements.oval:def:6005,password_reversible_encryption,oval:gov.nist.fdcc.vista:def:6005,,,,
CCE-3316-7,The startup type of the Messenger service should be correct.  ,(1) disabled/manual/automatic/automatic (delayed start),"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Messenger\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-729,Do-not-allow-Windows-Messenger-to-be-run,oval:com.secure-elements.oval:def:6601,do_not_allow_windows_messenger_to_be_run,oval:gov.nist.fdcc.vista:def:6601,,,,
CCE-3082-5,The startup type of the NetMeeting Remote Desktop Sharing service should be correct.  ,(1) disabled/manual/automatic/automatic (delayed start),"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\mnmsrvc\Start 
(2) defined by the Services Administrative Tool 
(3) definied by Group Policy  ",,CCE-232,Disable-remote-Desktop-Sharing,oval:com.secure-elements.oval:def:6595,Disable-remote-Desktop-Sharing,oval:gov.nist.fdcc.vista:def:6595,,,,
CCE-3232-6,The behavior surrounding Anonymous users' abiliity to display lists of SAM accounts and shares should be correct.  ,(1) restricted/unrestricted,"(1)  HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\RestrictAnonymous 
(2) defined by Local or Group Policy  ",,CCE-195,do-not-allow-anonymous-enumeration-sam-accounts-shares,oval:com.secure-elements.oval:def:6071,do-not-allow-anonymous-enumeration-sam-accounts-shares,oval:gov.nist.fdcc.vista:def:6071,,,,
CCE-3272-2,The behavior surrounding Anonymous users' abiliity to display lists of SAM accounts should be correct.,(1) restricted/unrestricted,"(1)  HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\RestrictAnonymousSAM 
(2) defined by Local or Group Policy  ",,CCE-318,do-not-allow-anonymous-enumeration-sam,oval:com.secure-elements.oval:def:6070,do-not-allow-anonymous-enumeration-sam,oval:gov.nist.fdcc.vista:def:6070,,,,
CCE-2339-0,The behavior surrounding Anonymous SID/Name translation should be correct.  ,(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Control\Lsa\AnonymousNameLookup  
(2) defined by Local or Group ",,CCE-953,Anonymous-SID-Name-Translation,,anonymous_sid_name_translation,oval:gov.nist.fdcc.vista:def:6106,,,,
CCE-3248-2,Use of the built-in Guest account should be enabled or disabled as appropriate.,(1) enabled/disabled,(1) Local Users and Groups MMC  ,,CCE-332,guest-account-status,oval:com.secure-elements.oval:def:6020,guest-account-status,oval:gov.nist.fdcc.vista:def:6020,,,,
CCE-3032-0,Use of the built-in Administrator account should be enabled or disabled as appropriate.  ,(1) enabled/disabled,(1) Local Users and Groups MMC  ,,CCE-499,administrator-account-status,oval:com.secure-elements.oval:def:6019,,,,,,
CCE-3314-2,"The ""Message title for users attempting to log on"" policy should be set correctly.  ",(1) text caption,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\LegalNoticeCaption 
(2) defined by Local or Group Policy  ",,CCE-23,message-title-users-attempting-logon,oval:com.secure-elements.oval:def:6042,message-title-users-attempting-logon,oval:gov.nist.fdcc.vista:def:6042,,,,
CCE-3336-5,"The ""Message text for users attempting to log on"" policy should be set correctly.  ",(1) text statement,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\LegalNoticeText 
(2) defined by Local or Group Policy  ",,CCE-829,message-text-users-attempting-logon,oval:com.secure-elements.oval:def:6041,message-text-users-attempting-logon,oval:gov.nist.fdcc.vista:def:6041,,,,
CCE-3072-6,Automatic Logon should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\AutoAdminLogon  ,,CCE-283,enable-automatic-logon,oval:com.secure-elements.oval:def:6054,enable-automatic-logon,oval:gov.nist.fdcc.vista:def:6054,,,,
CCE-2719-3,Autoplay on all Drive Types should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\NoDriveTypeAutoRun  ,,CCE-44,"Turn-off-Autoplay, no-drive-type-auto-run","oval:com.secure-elements.oval:def:6574, oval:com.secure-elements.oval:def:6060",turn_off_autoplay,oval:gov.nist.fdcc.vista:def:6574,,,,
CCE-3239-1,ICMP Redirects should be properly configured.  ,(1) enabled/ignored,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\ServicesTcpip\Parameters\EnableICMPRedirect  ,,CCE-150,enable-icmp-redirect,oval:com.secure-elements.oval:def:6057,enable-icmp-redirect,oval:gov.nist.fdcc.vista:def:6057,,,,
CCE-3261-5,IP Source Routing should be properly configured.  ,"(1) 0 = No additional protection, source routed packets are allowed | 1 = Medium, source routed packets ignored when IP forwarding is enabled | 2 = Highest protection, source routing is completely disabled",(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\DisableIPSourceRouting  ,,CCE-564,disable-ip-source-routing,oval:com.secure-elements.oval:def:6055,disable-ip-source-routing,oval:gov.nist.fdcc.vista:def:6055,,,,
CCE-3279-7,IRDP should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\PerformRouterDiscovery  ,,CCE-952,perform-router-discovery,oval:com.secure-elements.oval:def:6063,perform-router-discovery,oval:gov.nist.fdcc.vista:def:6063,,,,
CCE-3173-2,Display Last User Name in Logon Screen should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon\DontDisplayLastUserName  ,,CCE-65,do-not-display-last-user-name,oval:com.secure-elements.oval:def:6039,do-not-display-last-user-name,oval:gov.nist.fdcc.vista:def:6039,,,,
CCE-3067-6,System availability to Master Browser should be properly configured.  ,(1) available/hidden,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Lanmanserver\Parameters\Hidden  ,,CCE-139,hide-system-from-browse-list,oval:com.secure-elements.oval:def:6058,hide-system-from-browse-list,oval:gov.nist.fdcc.vista:def:6058,,,,
CCE-3120-3,TCP/IP Dead Gateway Detection should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\EnableDeadGWDetect  ,,CCE-897,enable-dead-gw-detect,oval:com.secure-elements.oval:def:6056,enable-dead-gw-detect,oval:gov.nist.fdcc.vista:def:6056,,,,
CCE-3142-7,The TCP/IP KeepAlive Time should be set correctly .  ,(1) number of milliseconds,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\KeepAliveTime  ,,CCE-188,keep-alive-time,oval:com.secure-elements.oval:def:6059,keep-alive-time,oval:gov.nist.fdcc.vista:def:6059,,,,
CCE-2785-4,TCP/IP NetBIOS Name Release on Request Prevented should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Netbt\Parameters\NoNameReleaseOnDemand  ,,CCE-817,no-name-release-on-demand,oval:com.secure-elements.oval:def:6061,no-name-release-on-demand,oval:gov.nist.fdcc.vista:def:6061,,,,
CCE-2679-9,TCP/IP SYN Flood Attack Protection should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters\SynAttackProtect  ,,CCE-284,syn-attack-protect,oval:com.secure-elements.oval:def:6066,syn-attack-protect,oval:gov.nist.fdcc.vista:def:6066,,,,
CCE-3181-5,Security Audit log warning level should be properly configured.  ,(1) warning level,(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Eventlog\Security\WarningLevel  ,,CCE-125,warning-level,oval:com.secure-elements.oval:def:6069,warning-level,oval:gov.nist.fdcc.vista:def:6069,,,,
CCE-3199-7,Safe DLL Search Mode should be properly configured.  ,(1) enabled/disabled,(1) HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Session Manager\SafeDllSearchMode  ,,CCE-271,safe-dll-search-mode,oval:com.secure-elements.oval:def:6064,safe-dll-search-mode,oval:gov.nist.fdcc.vista:def:6064,,,,
CCE-2714-4,The built-in Administrator account should be correctly named.  ,(1) valid names,(1) defined by Local or Group Policy  ,,CCE-438,rename-administrator,oval:com.secure-elements.oval:def:6022,rename-administrator,oval:gov.nist.fdcc.vista:def:6022,,,,
CCE-2359-8,The built-in Guest account should be correctly named.  ,(1) valid names,(1) defined by Local or Group Policy  ,,CCE-834,rename-guest,oval:com.secure-elements.oval:def:6023,rename-guest,oval:gov.nist.fdcc.vista:def:6023,,,,
CCE-2519-7,The amount of idle time required before disconnecting a session should be set correctly.  ,(1) number of minutes,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanManServer\Parameters\AutoDisconnect 
(2) defined by Local or Group Policy  ",,CCE-222,amount-of-idle-time-required-before-suspending-session,oval:com.secure-elements.oval:def:6050,amount-of-idle-time-required-before-suspending-session,oval:gov.nist.fdcc.vista:def:6050,,,,
CCE-3285-4,"The ""Audit the access of global system objects"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Lsa\AuditBaseObjects 
(2) defined by Local or Group Policy  ",,CCE-2,audit-access-global-system-objects,oval:com.secure-elements.oval:def:6024,audit-access-global-system-objects,oval:gov.nist.fdcc.vista:def:6024,,,,
CCE-3303-5,"The ""Audit the use of backup and restore privilege"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Lsa\FullPrivilegeAuditing 
(2)  defined by Local or Group Policy  ",,CCE-905,audit-use-backup-restore-privilege,oval:com.secure-elements.oval:def:6025,audit-use-backup-restore-privilege,oval:gov.nist.fdcc.vista:def:6025,,,,
CCE-3307-6,"The ""Disable CTRL+ALT+Delete Requirement for Logon"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\System\DisableCAD 
(2) defined by Local or Group Policy  ",,CCE-133,do-not-require-ctrlaltdel,oval:com.secure-elements.oval:def:6040,do-not-require-ctrlaltdel,oval:gov.nist.fdcc.vista:def:6040,,,,
CCE-3325-8,"The ""Prevent Users from Installing Printer Drivers"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Print\Providers\LanMan Print Services\Servers\AddPrinterDrivers 
(2) defined by Local or Group Policy  ",,CCE-402,prevent-users-installing-printers,oval:com.secure-elements.oval:def:6030,prevent-users-installing-printers,oval:gov.nist.fdcc.vista:def:6030,,,,
CCE-2858-9,"The ""Restrict CD-ROM Access to Locally Logged-On User Only"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\AllocateCDRoms 
(2) defined by Local or Group Policy  ",,CCE-565,restrict-cdrom-access-local-users-only,oval:com.secure-elements.oval:def:6031,restrict-cdrom-access-local-users-only,oval:gov.nist.fdcc.vista:def:6031,,,,
CCE-3168-2,"The ""Restrict Floppy Access to Locally Logged-On User Only"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\AllocateFloppies 
(2) defined by Local or Group Policy  ",,CCE-463,restrict-floppy-access-local-users-only,oval:com.secure-elements.oval:def:6032,restrict-floppy-access-local-users-only,oval:gov.nist.fdcc.vista:def:6032,,,,
CCE-3212-8,"The ""Secure Channel: Require Strong (Windows 2000 or later) Session Key"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\Netlogon\Parameters\RequireStrongKey 
(2) defined by Local or Group Policy  ",,CCE-417,require-strong-session-key,oval:com.secure-elements.oval:def:6038,require-strong-session-key,oval:gov.nist.fdcc.vista:def:6038,,,,
CCE-2838-1,"The ""Send Unencrypted Password to Connect to Third-Party SMB Servers"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanmanWorkstation\Parameters\EnablePlainTextPassword 
(2)  defined by Local or Group Policy  ",,CCE-228,send-unencrypted-password-to-third-party-smb-servers,oval:com.secure-elements.oval:def:6049,send-unencrypted-password-to-third-party-smb-servers,oval:gov.nist.fdcc.vista:def:6049,,,,
CCE-3230-0,"The ""Users Prompted to Change Password Before Expiration"" policy should be set correctly. ",(1) number of days prior to expiration,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\PasswordExpiryWarning 
(2)  defined by Local or Group Policy  ",,CCE-814,prompt-user-to-change-password-before-expiration,oval:com.secure-elements.oval:def:6044,prompt-user-to-change-password-before-expiration,oval:gov.nist.fdcc.vista:def:6044,,,,
CCE-3001-5,"The ""Shut Down system immediately if unable to log security audits"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Control\Lsa\CrashOnAuditFail 
(2) defined by Local or Group Policy  ",,CCE-92,shutdown-system-unable-log-audits,oval:com.secure-elements.oval:def:6027,shutdown-system-unable-log-audits,oval:gov.nist.fdcc.vista:def:6027,,,,
CCE-3252-4,"The ""Digitally Sign Client Communication (Always)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanmanWorkstation\Parameters\RequireSecuritySignature 
(2) defined by Local or Group Policy  ",,CCE-576,digitally-sign-communications-client-always,oval:com.secure-elements.oval:def:6047,digitally-sign-communications-client-always,oval:gov.nist.fdcc.vista:def:6047,,,,
CCE-2380-4,"The ""Digitally Sign Client Communication (When Possible)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanmanWorkstation\Parameters\EnableSecuritySignature 
(2)  defined by Local or Group Policy  ",,CCE-519,digitally-sign-communications-client-server-agrees,oval:com.secure-elements.oval:def:6048,digitally-sign-communications-client-server-agrees,oval:gov.nist.fdcc.vista:def:6048,,,,
CCE-3023-9,"The ""Digitally Sign Server Communication (Always)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanManServer\Parameters\RequireSecuritySignature 
(2) defined by Local or Group Policy  ",,CCE-171,digitally-sign-communications-server-always,oval:com.secure-elements.oval:def:6051,digitally-sign-communications-server-always,oval:gov.nist.fdcc.vista:def:6051,,,,
CCE-3164-1,"The ""Digitally Sign Server Communication (When Possible)"" policy should be set correctly.  ",(1) enabled/disabled,"(1) HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\LanManServer\Parameters\EnableSecuritySignature 
(2) defined by Local or Group Policy  ",,CCE-104,digitally-sign-communications-server-client-agrees,oval:com.secure-elements.oval:def:6052,digitally-sign-communications-server-client-agrees,oval:gov.nist.fdcc.vista:def:6052,,,,
CCE-2376-2,"The ""Number of Previous Logons to Cache"" policy should be set correctly.  ",(1) number of logons,"(1) HKEY_LOCAL_MACHINE\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\CachedLogonsCount 
(2) defined by Local or Group Policy  ",,CCE-773,number-of-previous-logons-to-cache,oval:com.secure-elements.oval:def:6043,number-of-previous-logons-to-cache,oval:gov.nist.fdcc.vista:def:6043,,,,
