Unnamed: 0,Last modified: 2010-04-20,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
CCE-3269-8,"The ""create permanent shared objects"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeCreatePermanentPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-335,,4.2.13 Create permanent shared objects: None,,"Table 4.11 User Rights Assignments Setting Recommendations: Create permanent shared objects, Not defined (Legacy and Enterprise), No one (Specialized Security)",
CCE-2576-7,"The ""debug programs"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeDebugPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-842,"Table 3.27 Debug programs: Administrators (default); Revoke all security groups and accounts (Legacy Client, Enterprise client and High Security)",4.2.14 Debug Programs: None,,"Table 4.11 User Rights Assignments Setting Recommendations: Debug programs, Not defined (Legacy), Administrators (Enterprise),  No one (Specialized Security)",
CCE-3359-7,"The ""force shutdown from a remote system"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeRemoteShutdownPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-754,Table 3.32 Force shutdown from a remote system: Administrators (High Security): Legacy client and Enterprise Client are not defined,4.2.21 Force shutdown from a remote system: Administrators (Specialized Security),,"Table 4.11 User Rights Assignments Setting Recommendations: Force shutdown from a remote system, Not defined (Legacy and Enterprise), Administrators (Specialized Security)",
CCE-3491-8,"The ""generate security audits"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeAuditPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-939,"Table 3.33 Generate security audits: Network Service, Local Service (High Security): Legacy Client and Enterprise Client are not defined","4.2.22 Generate security audits: Local Service, Network Service (Specialized Security)",,"Table 4.11 User Rights Assignments Setting Recommendations: Generate security audits, Not defined (Legacy and Enterprise), NETWORK SERVICE, LOCAL SERVICE (Specialized Security)",
CCE-3147-6,"The ""adjust memory quotas for a process"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeIncreaseQuotaPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-807,"Table 3.23 Adjust memory quotas for a process: Administrators, Network Service, Local Service (High Security); Legacy client and Enterprise Client are not defined","4.2.4 Adjust memory quotas for a process: Network Service, Local Service, Administrators (Specialized Security)",,"Table 4.11 User Rights Assignments Setting Recommendations: Adjust memory quotas for a process, Not defined (Legacy and Enterprise), Administrators, NETWORK SERVICE, LOCAL SERVICE (Specialized Security)",
CCE-3539-4,"The ""increase scheduling priority"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeIncreaseBasePriorityPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-349,Table 3.35 Increase scheduling priority: Administrators (High Security): Legacy Client and Enterprise Client are not defined,4.2.24 Increase scheduling priority: Administrators (Specialized Security),,"Table 4.11 User Rights Assignments Setting Recommendations: Increase scheduling priority, Not defined (Legacy and Enterprise), Administrators (Specialized Security)",
CCE-3293-8,"The ""load and unload device drivers"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeLoadDriverPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-860,Table 3.36 Load and unload device drivers: Administrators (High Security): Legacy Client and Enterprise Client are not defined,4.2.25 Load and unload device drivers: Administrators,,"Table 4.11 User Rights Assignments Setting Recommendations: Load and unload device drivers, Not defined (Legacy and Enterprise), Administrators (Specialized Security)
Table 5.4 Recommended User Rights Assignments Settings: Load and unload device drivers, Administrators (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc782779.aspx
CCE-2936-3,"The ""lock pages in memory"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeLockMemoryPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-749,Table 3.37 Lock pages in memory: Administrators (High Security): Legacy Client and Enterprise Client are not defined,4.2.26 Lock pages in memory: Administrators (Specialized Security),,"Table 4.11 User Rights Assignments Setting Recommendations: Lock pages in memory, Not defined (Legacy and Enterprise), No one (Specialized Security",
CCE-3191-4,"The ""log on as a batch job"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeBatchLogonRight setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-177,"Table 3.38 Log on as a batch job: Support_388945a0, Local Service (Default); Revoke all security groups and accounts (High Security); Legacy Client and Enterprise Client are not defined",4.2.27 Log on as a batch job: None,,"Table 4.11 User Rights Assignments Setting Recommendations: Log on as a batch job, Not defined (Legacy, Enterprise, and Specialized Security), ",
CCE-3332-4,"The ""log on as a service"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeServiceLogonRight setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-216,,4.2.28 Log on as a service: Not Defined,,"Table 4.11 User Rights Assignments Setting Recommendations: Log on as a service, Not defined (Legacy and Enterprise), NETWORK SERVICE (Specialized Security)",
CCE-3557-6,"The ""log on locally"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeInteractiveLogonRight setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-965,"Table 4.4 Allow log on locally: Administrators (Legacy client, Enterprise Client, and High Security)",4.2.5 Allow log on locally: Administrators,"5.1 User rights: (4.026: CAT II) Built-in Guest account, guests group, and Domain guests group, HelpAssistant, and Suppor_388945a0 are assigned the right to DENY log on locally","Table 4.11 User Rights Assignments Setting Recommendations: Allow log on locally, Administrators, Backup Operators, Power Users(Legacy and Enterprise), Administrators (Specialized Security)
Table 5.4 Recommended User Rights Assignments Settings: Allow log on locally",http://technet.microsoft.com/en-us/library/cc756809.aspx
CCE-3575-8,"The ""manage auditing and security log"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeSecurityPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-850,Table 3.39 Manage auditing and security log: Administrators (High Security); Legacy Client and Enterprise Client are not defined,4.2.29 Manage auditing and security log: Administrators (Specialized Security),,"Table 4.11 User Rights Assignments Setting Recommendations: Manage auditing and security log, Not defined (Legacy and Enterprise), Administrators (Specialized Security)",http://technet.microsoft.com/en-us/library/aa996080.aspx
CCE-3218-5,"The ""modify firmware environment values"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeSystemEnvironmentPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-17,Table 3.40 Modify firmware environment values: Administrators (High Security); Legacy client and Enterprise Client are not defined,4.2.30 Modify firmware environment values: Administrators (Specialized Security),,"Table 4.11 User Rights Assignments Setting Recommendations: Not defined (Legacy and Enterprise), Administrators (Specialized Security)",
CCE-2861-3,"The ""profile single process"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeProfileSingleProcessPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-260,Table 3.42 Profile single process: Administrators (High Security); Legacy Client and Enterprise Client are not defined,4.2.32 Profile single process: Administrators (Specialized Security),,"Table 4.11 User Rights Assignments Setting Recommendations: Profile single process, Not defined (Legacy and Enterprise), Administrators (Specialized Security)",
CCE-3002-3,"The ""profile system performance"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeSystemProfilePrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-599,Table 3.43 Profile system performance: Administrators (High Security); Legacy client and Enterprise Client are not defined,4.2.33 Profile system performance: Administrators (Specialized Security),,"Table 4.11 User Rights Assignments Setting Recommendations: Profile system performance, Not defined (Legacy and Enterprise), Administrators (Specialized Security)",
CCE-2663-3,"The ""remove computer from docking station"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeUndockPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-656,"Table 3.44 Remove computer from docking station: Administrators, Power Users (Default)/Administrators (High Security); Legacy client and Enterprise Client are not defined",4.2.34 Remove computer from docking station: Administrators (Specialized Security),,"Table 4.11 User Rights Assignments Setting Recommendations: Remove computer from docking station, Not defined (Legacy and Enterprise), Administrators (Specialized Security)",
CCE-3447-0,"The ""replace a process-level token"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeAssignPrimaryTokenPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-667,"Table 3.45 Replace a process level token: Local Service, Network Service (High Security); Legacy Client and Enterprise Client are not defined","4.2.35 Replace a process level token: Network Service, Local Service",,"Table 4.11 User Rights Assignments Setting Recommendations: Replace a process level token, Not defined (Legacy and Enterprise), LOCAL SERVICE, NETWORK SERVICE (Specialized Security), Administrators (Specialized Security)",
CCE-3465-2,"The ""restore files and directories"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeRestorePrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-553,Table 3.46 Restore files and directories: Administrators and Backup Operators (Default)/Administrators (High Security); Legacy Client and Enterprise Client are not defined,4.2.36 Restore files and directories: Administrators (Specialized Security),,"Table 4.11 User Rights Assignments Setting Recommendations: Restore files and directories, Not defined (Legacy and Enterprise), Administrators (Specialized Security)
Table 5.4 Recommended User Rights Assignments Settings: Restore files and directories, Administrators (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc957236.aspx
CCE-3346-4,"The ""shut down the system"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeShutdownPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-839,"Table 3.47 Shut down the system: Backup Operators, Power Users and Administrators (Default)/Administrators (High Security); Legacy Client and Enterprise Client are not defined","4.2.37 Shut down the system: Administrators (Enterprise, Specialized Security)",,"Table 4.11 User Rights Assignments Setting Recommendations: Shut down the system, Not defined (Legacy and Enterprise), Administrators (Specialized Security)
Table 5.4 Recommended User Rights Assignments Settings: Shutdown the system, Administrators (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc759478(WS.10).aspx
CCE-2848-0,"The ""take ownership of files or other objects"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeTakeOwnershipPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-492,Table 3.49 Take ownership of files or other objects: Administrators (High Security); Legacy Client and Enterprise Client are not defined,4.2.39 Take ownership of file or other objects: Administrators,,"Table 4.11 User Rights Assignments Setting Recommendations: Take ownership of files or other objects, Not defined (Legacy and Enterprise), Administrators (Specialized Security)",
CCE-3368-8,"The ""synchronize directory service data"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeSynchAgentPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-381,Table 3.48 Synchronize directory service data: Revoke all security groups and accounts (High Security); legacy client and Enterprise Client are not defined,4.2.38 Synchronize directory service data: None,,"Table 4.11 User Rights Assignments Setting Recommendations: Synchronize directory service data, Not defined (Legacy and Enterprise), No one (Specialized Security) ",
CCE-3531-1,"The ""deny logon locally"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeDenyInteractiveLogonRight setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-64,,4.2.18 Deny logon locally: Not Defined,"5.1 User rights: (4.026: CAT II) Built-in Guest account, guests group, and Domain guests group, HelpAssistant, and Suppor_388945a0 are assigned the right to DENY log on locally","Table 4.11 User Rights Assignments Setting Recommendations: Deny logon locally, Not defined (Legacy and Enterprise), Guests; Support_388945a0 (Specialized Security)",
CCE-3473-6,"The ""enable computer and user accounts to be trusted for delegation"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeEnableDelegationPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-15,Table 4.7 Enable computer and user accounts to be trusted for delegation: Administrators (High Security); Legacy client and Enterprise Client are not defined,4.2.20 enable computer and user accounts to be trusted for delegation: None,,"Table 4.11 User Rights Assignments Setting Recommendations: Enable computer and user accounts to be trusted for delegation, Not defined (Legacy and Enterprise),  Administrators (Specialized Security)
Table 5.4 Recommended User Rights Assignments Settings: Enable computer and user accounts to be trusted for delegation, ",http://technet.microsoft.com/en-us/library/cc782684.aspx
CCE-3354-8,"The ""add workstations to domain"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeMachineAccountPrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-183,Table 3.22 Add workstations to domain: Administrators (High Security); Legacy Client and Enterprise Client are not defined,4.2.3 Add workstations to domain: Not Defined; None (Specialized Security),,"Table 5.4 Recommended User Rights Assignments Settings: Add workstations to domain, Not defined (Legacy and Enterprise), Administrators (Specialized Security)",http://technet.microsoft.com/en-us/library/cc780195.aspx
CCE-3499-1,"The ""allow logon through Terminal Services"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeRemoteInteractiveLogonRight setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-883,Table 3.25 Allow log on through Terminal Services: Administrators (High Security); Administrators and Remote Desktop Users (Legacy Client and Enterprise Client),4.2.6 Allow logon through terminal services: Administrators,5.1 User Rights: (4.040: CAT I) No one has the right to allow logn through Terminal Services unless the machine is performing the role of a Terminal Server,"Table 4.11 User Rights Assignments Setting Recommendations: Allow log on through Terminal Services, Administrators and Remote Desktop Users (Legacy and Enterprise), Administrators (Specialized Security)
Table 5.4 Recommended User Rights Assignments Settings: Administrators, (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc758613.aspx
CCE-2649-2,"The ""deny logon as a batch job"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeDenyBatchLogonRight setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\Deny log on as batch job",,CCE-165,"Table 4.18 Deny log on as a batch job: Support_388945a0 and Guest (Legacy Client, Enterprise Client, and High Security)",4.2.16 Deny logon as a batch job: Not Defined,,"Table 4.11 User Rights Assignments Setting Recommendations: Deny logon as a batch job, Guests; Support_388945a0 (Legacy, Enterprise, and Specialized Security)
Table 4.30 Manually Added User Rights Assignments: Deny log on as a batch job, Support_388945a0 and Guest (Legacy, Enterprise, and Specialized Security)
Table 5.8 Manually Added User Rights Assignments: Deny log on as a batch job (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc738621(WS.10).aspx
CCE-3543-6,"The ""deny logon as a service"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeDenyServiceLogonRight setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-597,,4.2.17 Deny logon as a service: Not Defined,,"Table 4.11 User Rights Assignments Setting Recommendations: Deny logon as a service, Not defined (Legacy and Enterprise), No one (Specialized Security)",
CCE-3438-9,"The ""deny logon through Terminal Services"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeDenyRemoteInteractiveLogonRight setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\Deny log on through Terminal Services",,CCE-108,"Table 4.18 Deny log on through Terminal Services: Built-in Administrator; all NON-operating system service accounts (Legacy Client, Enterprise Client, and High Security)",4.2.19 Deny logon through Terminal Services: Not Defined,"5.1 User Rights: (4.041: CAT II) The Everyone group is assigned the right to deny logon through Terminal Services unless the machine is performing the roale of a Terminal Server, then the Guests group is assigned","User Rights Assignments Setting Recommendations: Deny logon through Terminal Services, Guests (Legacy, Enterprise, and Specialized Security)
Table 4.30 Manually Added User Rights Assignments: Deny log on through Terminal Services, Built-in Administrator; Guests; Support_388945a0; Guest ; all NON-operating system service accounts (Legacy, Enterprise, and Specialized Security)
Table 5.8 Manually Added User Rights Assignments: Deny log on through Terminal Services, Built-in Administrator; all NON-operating system service accounts (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc737453.aspx
CCE-3319-1,"The ""perform volume maintenance tasks"" user right should be assigned to the correct accounts.  ",(1) set of accounts,"(1) defined the SeManageVolumePrivilege setting in by Local or Group Policy  
(2) Computer Configuration\Windows Settings\Security Settings\Local Policies\User Rights Assignment\",,CCE-314,Table 3.41 Perform volume maintenance tasks: Administrators (High Security); Legacy client and Enterprise Client are not defined,4.2.31 Perform volume maintenance tasks: Administrators (Specialized Security),5.4.5.1 [AP] User Rights Assignments: Perform Volume Maintenance Tasks: Administrators,"Table 4.11 User Rights Assignments Setting Recommendations: Perform volume maintenance tasks, Not defined (Legacy and Enterprise), Administrators (Specialized Security)",
CCE-3574-1,"The ""reset account lockout counter after"" policy should meet minimum requirements.  ",(1) number of minutes,(1) Computer Configuration\Windows Settings\Security Settings\Account Policies\Account Lockout Policy\Reset account lockout counter after,,CCE-733,Table 2.11 Reset account lockout counter after: 30 minutes; 15 minutes (High Security); 30 minutes (Legacy Client and Enterprise Client),2.2.3.3 Reset Account Lockout After: 15 minutes,5.4.2.2 [A] Bad Logon Counter Reset: 15 minutes,"Table 3.2 Account Lockout Policy Settings: Reset account lockout counter after 30 minutes (Legacy and Enterprise), 15 minutes (Specialized Security)",
CCE-2627-8,"The ""account lockout duration"" policy should meet minimum requirements.  ",(1) number of minutes,(1) Computer Configuration\Windows Settings\Security Settings\Account Policies\Account Lockout Policy\Account lockout duration ,,CCE-980,Table 2.9 Account lockout duration: 15 minutes (High Security); 30 minutes (Legacy Client and Enterprise Client),2.2.3.1 Account Lockout Duration: 15 minutes,4.5.3 Password Policy (4.004: CAT II) The Account Lockout duration set to 15 minutes or more,"Table 3.2 Account Lockout Policy Settings: Account lockout duration, 30 minutes (Legacy and Enterprise), 15 minutes (Specialized Security)",
CCE-3551-9,"The ""account lockout threshold"" policy should meet minimum requirements.  ",(1) number of attempts,(1) Computer Configuration\Windows Settings\Security Settings\Account Policies\Account Lockout Policy\Account lockout threshold  ,,CCE-658,Table 2.10 Account lockout threshold: 50 invalid login attempts (Legacy Client and Enterprise Client); 10 invalid login attempts (High Security),2.2.3.2 Account Lockout Threshold: 15 attempts; 10 attempts (Specialized Security),4.5.3 Password Policy (4.002: CAT II) The Account Lockout Threshold will be set to 3 or less,"Table 3.2 Account Lockout Policy Settings: Account lockout threshold, 50 invalid login attempts (Legacy and Enterprise) 10 invalid login attempts (Specialized Security)",
CCE-3321-7,"Auditing of ""account logon"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit account logon events,,CCE-2628,"Table 3.2 Audit account logon events: Success/Failure (Legacy Client, Enterprise Client, and High Security)",2.2.1.1 Audit Account Logon Events: Success/Failure,,"Table 4.2 Audit Policy Settings: Audit account logon events, enabled (Legacy, Enterprise, and Specialized Security)",http://technet.microsoft.com/en-us/library/cc787176.aspx
CCE-3467-8,"Auditing of ""account logon"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit account logon events,,CCE-2543,"Table 3.2 Audit account logon events: Success/Failure (Legacy Client, Enterprise Client, and High Security)",2.2.1.1 Audit Account Logon Events: Success/Failure,,"Table 4.2 Audit Policy Settings: Audit account logon events, enabled (Specialized Security)",http://technet.microsoft.com/en-us/library/cc787176.aspx
CCE-3427-2,"Auditing of ""account management"" events on success should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit account management  ,,CCE-2000,"Table 3.4 Audit account management: Success/Failure (Legacy Client, Enterprise Client, and High Security)",2.2.1.2 Audit Account Management: Success/Failure,,"Table 4.2 Audit Policy Settings: Audit account management, enabled (Legacy, Enterprise, Specialized Security)",http://technet.microsoft.com/en-us/library/cc737542.aspx
CCE-3449-6,"Auditing of ""account management"" events on failure should be enabled or disabled as appropriate..",(1) enabled/disabled,(1) Computer Configuration\Windows Settings\Security Settings\Local Policies\Audit Policy\Audit account management  ,,CCE-1646,"Table 3.4 Audit account management: Success/Failure (Legacy Client, Enterprise Client, and High Security)",2.2.1.2 Audit Account Management: Success/Failure,,"Table 4.2 Audit Policy Settings: Audit account management, enabled (Specialized Security)",http://technet.microsoft.com/en-us/library/cc737542.aspx
