Unnamed: 0,Last modified: 2011-10-07,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
CCE-4080-8,Performing source validation by reverse path should be enabled or disabled for all interfaces as appropriate.,enabled / disabled,via sysctl - net.ipv4.conf.all.rp_filter,,"Section: 2.5.1.2, Value: enabled",,
CCE-3339-9,"The default setting for accepting ""secure"" ICMP redirects (those from gateways listed in the default gateways list) should be enabled or disabled for network interfaces as appropriate.",enabled / disabled,via sysctl - net.ipv4.conf.default.secure_redirects,,"Section: 2.5.1.2, Value: disabled",,
CCE-4320-8,"Logging of ""martian"" packets (those with impossible addresses) should be enabled or disabled for all interfaces as appropriate.",enabled / disabled,via sysctl - net.ipv4.conf.all.log_martians,,"Section: 2.5.1.2, Value: enabled",,
CCE-3840-6,The default setting for performing source validation by reverse path should be enabled or disabled for network interfaces as appropriate.,enabled / disabled,via sysctl - net.ipv4.conf.default.rp_filter,,"Section: 2.5.1.2, Value: enabled",,
CCE-4091-5,The default setting for accepting source routed packets should be enabled or disabled for network interfaces as appropriate.,enabled / disabled,via sysctl - net.ipv4.conf.default.accept_source_route,,"Section: 2.5.1.2, Value: disabled",,
CCE-4236-6,Accepting source routed packets should be enabled or disabled for all interfaces as appropriate.,enabled / disabled,via sysctl - net.ipv4.conf.all.accept_source_route,,"Section: 2.5.1.2, Value: disabled",,
CCE-3628-5,All wireless devices should be enabled or disabled in the BIOS as appropriate.,enabled / disabled,via BIOS menus,,"Section: 2.5.2.2.1, Value: disabled",,
CCE-4276-2,All wireless interfaces should be enabled or disabled as appropriate.,enabled / disabled,via ifconfig,,"Section: 2.5.2.2.2, Value: disabled",,
CCE-4170-7,Device drivers for wireless devices should be included or excluded from the kernel as appropriate.,included / excluded,via modprobe,,"Section: 2.5.2.2.3, Value: excluded",,
CCE-3562-6,Automatic loading of the IPv6 kernel module should be enabled or disabled as appropriate.,enabled / disabled,via /etc/modprobe.conf,,"Section: 2.5.3.1.1, Value: disabled",,
CCE-3377-9,Global IPv6 initialization should be enabled or disabled as appropriate.,enabled / disabled,via /etc/sysconfig/network,,"Section: 2.5.3.1.2, Value: disabled",,
CCE-4296-0,IPv6 configuration should be enabled or disabled as appropriate for all interfaces.,enabled / disabled,"via NETWORKING_IPV6 in /etc/sysconfig/network
via IPV6INIT in /etc/sysconfig/network
via IPV6INIT in /etc/sysconfig/network-scripts/ifcfg-<interface>",,"Section: 2.5.3.1.2, Value: disabled",,
CCE-3381-1,The default setting for IPv6 configuration should be enabled or disabled for network interfaces as appropriate.,enabled / disabled,via IPV6_AUTOCONF in /etc/sysconfig/network,,"Section: 2.5.3.1.2, Value: disabled",,
CCE-4269-7,Accepting IPv6 router advertisements should be enabled or disabled as appropriate for all network interfaces.,enabled / disabled,via sysctl -w net.ipv6.conf.default.accept_ra=1,,"Section: 2.5.3.2.1, Value: disabled",,
CCE-4291-1,The default setting for accepting IPv6 router advertisements should be enabled or disabled for network interfaces as appropriate.,enabled / disabled,via IPV6_AUTOCONF in /etc/sysconfig/network,,"Section: 2.5.3.2.1, Value: disabled",,
CCE-4313-3,Accepting redirects from IPv6 routers should be enabled or disabled as appropriate for all network interfaces.,enabled / disabled,via sysctl -w net.ipv6.conf.default.accept_redirects=1,,"Section: 2.5.3.2.1, Value: disabled",,
CCE-4198-8,The default setting for accepting redirects from IPv6 routers should be enabled or disabled for network interfaces as appropriate.,enabled / disabled,via IPV6_AUTOCONF in /etc/sysconfig/network,,"Section: 2.5.3.2.1, Value: disabled",,
CCE-3842-2,IPv6 privacy extensions should be configured appropriately for all interfaces.,disabled / lightweight / rfc3041 (alias yes),via IPV6_PRIVACY in /etc/sysconfig/network-scripts/ifcfg-<interface>,,"Section: 2.5.3.2.3, Value: rfc3041",,
CCE-4221-8,The default setting for accepting router preference via IPv6 router advertisement should be enabled or disabled for network interfaces as appropriate.,enabled / disabled,via sysctl - net.ipv6.conf.default.accept_ra_rtr_pref,,"Section: 2.5.3.2.5, Value: disabled",,
CCE-4137-6,The default number of global unicast IPv6 addresses allowed per network interface should be set appropriately. ,number,via sysctl - net.ipv6.conf.default.max_addresses,,"Section: 2.5.3.2.5, Value: 1",,
CCE-4159-0,The default number of IPv6 router solicitations for network interfaces to send should be set appropriately. ,number,via sysctl - net.ipv6.conf.default.router_solicitations,,"Section: 2.5.3.2.5, Value: 0",,
CCE-3895-0,The default number of IPv6 duplicate address detection solicitations for network interfaces to send per configured address should be set appropriately. ,number,via sysctl - net.ipv6.conf.default.dad_transmits,,"Section: 2.5.3.2.5, Value: 0",,
CCE-4287-9,The default setting for autoconfiguring network interfaces using prefix information in IPv6 router advertisements should be enabled or disabled as appropriate.,enabled / disabled,via sysctl - net.ipv6.conf.default.autoconf,,"Section: 2.5.3.2.5, Value: disabled",,
CCE-4058-4,The default setting for accepting prefix information via IPv6 router advertisement should be enabled or disabled for network interfaces as appropriate.,enabled / disabled,via sysctl - net.ipv6.conf.default.accept_ra_pinfo,,"Section: 2.5.3.2.5, Value: disabled",,
CCE-4128-5,The default setting for accepting a default router via IPv6 router advertisement should be enabled or disabled for network interfaces as appropriate.,enabled / disabled,via sysctl - net.ipv6.conf.default.accept_ra_defrtr,,"Section: 2.5.3.2.5, Value: disabled",,
CCE-4167-3,The ip6tables service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 2.5.5.1, Value: enabled",,CCE-U-203
CCE-4189-7,The iptables service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 2.5.5.1, Value: enabled",,CCE-U-203
CCE-3679-8,The syslog service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 2.6.1, Value: enabled",,CCE-U-203
CCE-3701-0,All syslog log files should be owned by the appropriate group.,group,via chown,,"Section: 2.6.1.2, Value: root",,CCE-U-202?
CCE-4233-3,File permissions for all syslog log files should be set correctly.,permissions,via chmod,,"Section: 2.6.1.2, Value: 600",,CCE-U-200?
CCE-4366-1,All syslog log files should be owned by the appropriate user.,user,via chown,,"Section: 2.6.1.2, Value: root",,CCE-U-201?
CCE-4260-6,Syslog logs should be sent to a remote loghost or not as appropriate,sent / not sent,via /etc/syslog.conf,,"Section: 2.6.1.3, Value: sent",,
CCE-3382-9,Syslogd should accept remote messages or not as appropriate,accept / reject,via /etc/sysconfig/syslog,,"Section: 2.6.1.4, Value: accept",,CCE-U-131
CCE-4182-2,The logrotate (syslog rotater) service should be enabled or disabled as appropriate.,enabled / disabled,via cron,,"Section: 2.6.1.5, Value: enabled",,CCE-U-203
CCE-4323-2,The logwatch service should be enabled or disabled as appropriate,enabled / disabled,via cron,,"Section: 2.6.1.6, Value: disabled",,CCE-U-203
CCE-4292-9,The auditd service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 2.6.2.1, Value: enabled",,CCE-U-203
CCE-4234-1,The inetd service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.2.1, Value: disabled",,CCE-U-72
CCE-4252-3,The xinetd service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.2.1, Value: disabled",,CCE-U-73
CCE-4023-8,The inetd package should be installed or uninstalled as appropriate.,installed / uninstalled,via yum,,"Section: 3.2.1, Value: uninstalled",,
CCE-4164-0,The xinetd package should be installed or uninstalled as appropriate.,installed / uninstalled,via yum,,"Section: 3.2.1, Value: uninstalled",,
CCE-3390-2,The telnet service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.2.2, Value: disabled",,CCE-U-104
CCE-4330-7,The telnet-server package should be installed or uninstalled as appropriate.,installed / uninstalled,via yum,,"Section: 3.2.2, Value: uninstalled",,
CCE-3974-3,The rcp service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.2.3.1, Value: disabled",,CCE-U-203
CCE-4141-8,The rsh service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.2.3.1, Value: disabled",,CCE-U-83
CCE-3537-8,The rlogin service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.2.3.1, Value: disabled",,CCE-U-82
CCE-4308-3,The rsh package should be installed or uninstalled as appropriate.,installed / uninstalled,via yum,,"Section: 3.2.3.1, Value: uninstalled",,
CCE-3705-1,The ypbind service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.2.4, Value: disabled",,CCE-U-203
CCE-4348-9,The ypserv package should be installed or uninstalled as appropriate.,installed / uninstalled,via yum,,"Section: 3.2.4, Value: uninstalled",,
CCE-4273-9,The tftp service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.2.5, Value: disabled",,CCE-U-118
CCE-3916-4,The tftp-server package should be installed or uninstalled as appropriate.,installed / uninstalled,via yum,,"Section: 3.2.5, Value: uninstalled",,
CCE-3412-4,The firstboot service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.1, Value: disabled",,CCE-U-203
CCE-4229-1,The gpm service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.2, Value: disabled",,CCE-U-203
CCE-4123-6,The irqbalance service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.3, Value: enabled",,CCE-U-203
CCE-4286-1,The isdn service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.4, Value: disabled",,CCE-U-203
CCE-3425-6,The kdump service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.5, Value: disabled",,CCE-U-203
CCE-4211-9,The kudzu service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.6, Value: disabled",,CCE-U-203
CCE-3854-7,The mdmonitor service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.7, Value: disabled",,CCE-U-203
CCE-4356-2,The microcode_ctl service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.8, Value: disabled",,CCE-U-203
CCE-4369-5,The network service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.9, Value: enabled",,CCE-U-203
CCE-4100-4,The pcscd service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.10, Value: disabled",,CCE-U-203
CCE-3455-3,The smartd service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.11, Value: enabled",,CCE-U-203
CCE-4421-4,The readahead_early service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.12, Value: disabled",,CCE-U-203
CCE-4302-6,The readahead_later service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.12, Value: disabled",,CCE-U-203
CCE-3822-4,The messagebus service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.13.1, Value: disabled",,CCE-U-203
CCE-4364-6,The haldaemon service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.13.2, Value: disabled",,CCE-U-203
CCE-4355-4,The bluetooth service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.14.1, Value: disabled",,CCE-U-203
CCE-4377-8,The hidd service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.14.2, Value: disabled",,CCE-U-203
CCE-4289-5,The apmd service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.15.1, Value: disabled",,CCE-U-203
CCE-4298-6,The acpid service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.15.2, Value: enabled",,CCE-U-203
CCE-4051-9,The cpuspeed service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.3.15.3, Value: enabled",,CCE-U-203
CCE-4324-0,The crond service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.4, Value: enabled",,CCE-U-203
CCE-4406-5,The anacron service should be enabled or disabled as appropriate.,enabled / disabled,via chkconfig,,"Section: 3.4.1, Value: disabled",,CCE-U-203
CCE-4428-9,The anacron package should be installed or uninstalled as appropriate.,installed / uninstalled,via yum,,"Section: 3.4.1, Value: uninstalled",,
CCE-4322-4,The /etc/cron.monthly file should be owned by the appropriate group.,group,via chown,,"Section: 3.4.2, Value: root",,CCE-U-202
CCE-4450-3,File permissions for /etc/cron.daily should be set correctly.,permissions,via chmod,,"Section: 3.4.2, Value: 700",,CCE-U-200
CCE-4331-5,The /etc/cron.weekly file should be owned by the appropriate group.,group,via chown,,"Section: 3.4.2, Value: root",,CCE-U-202
CCE-3851-3,The /etc/crontab file should be owned by the appropriate user.,user,via chown,,"Section: 3.4.2, Value: root",,CCE-U-201
CCE-4379-4,The /etc/anacrontab file should be owned by the appropriate user.,user,via chown,,"Section: 3.4.2, Value: root",,CCE-U-201
CCE-4388-5,File permissions for /etc/crontab should be set correctly.,permissions,via chmod,,"Section: 3.4.2, Value: 600",,CCE-U-200
CCE-4054-3,The /etc/cron.hourly file should be owned by the appropriate group.,group,via chown,,"Section: 3.4.2, Value: root",,CCE-U-202
CCE-4441-2,The /etc/cron.monthly file should be owned by the appropriate user.,user,via chown,,"Section: 3.4.2, Value: root",,CCE-U-201
CCE-4212-7,The /etc/cron.d file should be owned by the appropriate group.,group,via chown,,"Section: 3.4.2, Value: root",,CCE-U-202
CCE-4380-2,The /etc/cron.d file should be owned by the appropriate user.,user,via chown,,"Section: 3.4.2, Value: root",,CCE-U-201
CCE-3833-1,The /etc/cron.weekly file should be owned by the appropriate user.,user,via chown,,"Section: 3.4.2, Value: root",,CCE-U-201
