Unnamed: 0,Last modfied: 2013-02-11,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
CCE-27681-6,The password digest algorithm for JNDIRealm (LDAP) connections should be enabled or disabled as appropriate.,(1) exist/not exist,(1) 'digest' attribute inside '<Realm classname=org.apache.catalina.realm.JNDIRealm>' element in server.xml,,"SDID: AST0310 Category: II VULID:  V0006204
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECCR-1, ECCR-2
SDID Description: Sensitive application data is not adequately protected at rest.
Reference: Application Services STIG, Appendix B.3
",,,
CCE-27717-8,The JNDIRealm (LDAP) password digest should be configured appropriately.,(1) SHA/MD2/MD5,(1) 'digest' attribute inside '<Realm classname=org.apache.catalina.realm.JNDIRealm>' element in server.xml,,"SDID: AST0310 Category: II VULID:  V0006204
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECCR-1, ECCR-2
SDID Description: Sensitive application data is not adequately protected at rest.
Reference: Application Services STIG, Appendix B.3
",,,
CCE-27429-0,The Tomcat HTTP/1.1 connector should be enabled or disabled.,(1) exists/ not exist,"(1) '<Connector protocol=""HTTP/1.1"">' element in server.xml",,,,"Apache Tomcat Configuration Reference
The HTTP Connector
http://tomcat.apache.org/tomcat-5.5-doc/config/http.html",
CCE-27673-3,The Tomcat HTTP/1.1 connector should be configured appropriately for the specified ports.,"(1) TARGET: port number
(2) exists/ not exist","(1) 'port' attribute inside '<Connector protocol=""HTTP/1.1"">' element in server.xml",,,,"Apache Tomcat Configuration Reference
The HTTP Connector
http://tomcat.apache.org/tomcat-5.5-doc/config/http.html",
CCE-27738-4,The secure attribute should be set as appropriate for the specified Tomcat HTTP/1.1 connectors.,"(1) TARGET: connector
(2) true/false","(1) secure attribute in a <Connector protocol=""HTTP/1.1""> line in server.xml",,,,"Apache Tomcat Configuration Reference
The HTTP Connector
http://tomcat.apache.org/tomcat-5.5-doc/config/http.html",
CCE-27758-2,The Tomcat JK/JK2 AJP 1.3 connector should be enabled or disabled as appropriate.,(1) exist/not exist,"(1) '<Connector protocol=""AJP/1.3"">' element in server.xml",,,,"Apache Tomcat Configuration Reference
The HTTP Connector
http://tomcat.apache.org/tomcat-5.5-doc/config/http.html",
CCE-27450-6,The Tomcat JK/JK2 AJP 1.3 connector should be configured appropriately for the specified ports.,(1) port number,"(1) 'port' attribute inside '<Connector protocol=""AJP/1.3"">' element in server.xml",,,,"Apache Tomcat Configuration Reference
The HTTP Connector
http://tomcat.apache.org/tomcat-5.5-doc/config/http.html",
CCE-27402-7,The secure attribute should be set as appropriate for the specified Tomcat JK/JK2 AJP 1.3 connectors.,(1) exist/not exist,"(1) security attribute inside '<Connector protocol=""AJP/1.3"">' element in server.xml",,,,"Apache Tomcat Configuration Reference
The HTTP Connector
http://tomcat.apache.org/tomcat-5.5-doc/config/http.html",
CCE-27551-1,The Tomcat Legacy JK AJP 1.3 connector should be enabled or disabled as appropriate.,(1) exist/not exist,"(1) '<Connector protocolHandlerClassName=""org.apache.ajp.tomcat4.Ajp13Connector"">' element in server.xml",,,http://tomcat.apache.org/tomcat-4.1-doc/config/connectors.html,,
CCE-27665-9,The Tomcat Legacy JK AJP 1.3 connector should be configured appropriately for the specified ports.,(1) port number,"(1) 'port' attribute inside '<Connector protocolHandlerClassName=""org.apache.ajp.tomcat4.Ajp13Connector"">' element in server.xml",,,http://tomcat.apache.org/tomcat-4.1-doc/config/connectors.html,,
CCE-27729-3,The Tomcat WARP connector should be enabled or disabled as appropriate.,(1) exist/not exist,(1)  '<Connector protocol=WARP>' element in server.xml,,,http://tomcat.apache.org/tomcat-4.1-doc/config/connectors.html,,
CCE-27467-0,The Tomcat WARP connector should be configured appropriately for the specified ports.,(1) port number,(1) 'port' attribute inside '<Connector protocol=WARP>' element in server.xml,,,http://tomcat.apache.org/tomcat-4.1-doc/config/connectors.html,,
CCE-27637-8,JULI container level logging should be enabled or disabled as appropriate.,(1) exists/ not exist,(1) logging.properties file,,,,"The Apache Tomcat 5.5 Servlet/JSP Container
Logging in Tomcat
java.util.logging
http://tomcat.apache.org/tomcat-5.5-doc/logging.html",
CCE-27703-8,The JULI FileHandler threshold level should be set correctly for the specified classes.,"(1) TARGET: class
(2) FINEST/FINER/FINE/CONFIG/INFO/WARNING/SEVERE",(1) <class>.org.apache.juli.FileHandler.level  in logging.properties,,,,"The Apache Tomcat 5.5 Servlet/JSP Container
Logging in Tomcat
java.util.logging
http://tomcat.apache.org/tomcat-5.5-doc/logging.html",
CCE-27552-9,The JULI FileHandler save directory should be configured appropriately for the specified classes,"(1) TARGET: class
(2) directory",(1) <class>.org.apache.juli.FileHandler.directory in logging.properties,,,,"The Apache Tomcat 5.5 Servlet/JSP Container
Logging in Tomcat
java.util.logging
http://tomcat.apache.org/tomcat-5.5-doc/logging.html",
CCE-27488-6,The JULI FileHandlerlog file name prefix should be set correctly for the specified classes.,"(1) TARGET: class
(2) prefix",(1) <class>.org.apache.juli.FileHandler.prefix in logging.properties,,,,"The Apache Tomcat 5.5 Servlet/JSP Container
Logging in Tomcat
java.util.logging
http://tomcat.apache.org/tomcat-5.5-doc/logging.html",
CCE-27539-6,Granting of all permissions to Tomcat web applications should be enabled or disabled as appropriate.,(1) exist/not exist,"(1) 
'permission java.security.AllPermission' line(s) inside 'grant{}' statement in catalina.policy ",,,,"Apache Tomcat 5.5
Security Manager HOW-TO
Standard Permissions
http://tomcat.apache.org/tomcat-5.5-doc/security-manager-howto.html",
CCE-26982-9,The example files should be installed as appropriate.,(1) exist/not exist,(1) located in /examples directory,,"SDID: AST0610 Category: II VULID:  V0006217
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: DCSQ-1
SDID Description: Application server default content has not been removed.
Reference: Application Services STIG, Appendix B.6
",,,
CCE-27603-0,The WebDAV app should be installed as appropriate.,(1) exist/not exist,(1) located in /webdav directory,,"SDID: AST0610 Category: II VULID:  V0006217
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: DCSQ-1
SDID Description: Application server default content has not been removed.
Reference: Application Services STIG, Appendix B.6
",,,
CCE-27504-0,The Tomcat-docs should be installed as appropriate.,(1) exist/not exist,(1) located in /tomcat-docs directory,,"SDID: AST0610 Category: II VULID:  V0006217
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: DCSQ-1
SDID Description: Application server default content has not been removed.
Reference: Application Services STIG, Appendix B.6
",,,
CCE-27585-9,The Balancer app should be installed as appropriate.,(1) exist/not exist,(1) located in /balancer directory,,"SDID: AST0610 Category: II VULID:  V0006217
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: DCSQ-1
SDID Description: Application server default content has not been removed.
Reference: Application Services STIG, Appendix B.6
",,,
CCE-27543-8,The example server.xml file should be installed as appropriate.,(1) exist/not exist,(1) located in the Tomcat home/conf/ directory,,"SDID: AST0610 Category: II VULID:  V0006217
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: DCSQ-1
SDID Description: Application server default content has not been removed.
Reference: Application Services STIG, Appendix B.6
",,,
CCE-27527-1,Tomcat should be run by the appropriate account,(1) exist/not exist,(1) via chown,,"SDID: ASG0520 Category: II  VULID: V0006211
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECLP-1
SDID Description: The application server process runs with privileges not necessary for proper operation.
Reference: Application Services STIG, Appendix B.3.5
",,,
CCE-27478-7,Tomcat should be run with the appropriate group membership.,(1) exist/not exist,(1) via chgrp,,"SDID: ASG0520 Category: II  VULID: V0006211
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECLP-1
SDID Description: The application server process runs with privileges not necessary for proper operation.
Reference: Application Services STIG, Appendix B.3.5
",,,
CCE-27655-0,Tomcat web application JVM property read permissions should be set correctly for the specified properties.,(1) TARGET: JVM property,"(1) 
'permission java.util.PropertyPermission' line(s) inside 'grant{}' statement in catalina.policy 
",,,,"Apache Tomcat 5.5
Security Manager HOW-TO
Standard Permissions
http://tomcat.apache.org/tomcat-5.5-doc/security-manager-howto.html",
CCE-27493-6,Tomcat web application JVM property write permissions should be set correctly for the specified properties.,(1) TARGET: JVM property,"(1) 
'permission java.util.PropertyPermission' line(s) inside 'grant{}' statement in catalina.policy 
",,,,"Apache Tomcat 5.5
Security Manager HOW-TO
Standard Permissions
http://tomcat.apache.org/tomcat-5.5-doc/security-manager-howto.html",
CCE-27629-5,Tomcat should be run by the appropriate account,(1) exist/not exist,(1) via chown,,"SDID: ASG0520 Category: II  VULID: V0006211
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECLP-1
SDID Description: The application server process runs with privileges not necessary for proper operation.
Reference: Application Services STIG, Appendix B.3.5
",,,
CCE-27028-0,Tomcat should be run with the appropriate group membership.,(1) exist/not exist,(1) via chgrp,,"SDID: ASG0520 Category: II  VULID: V0006211
MAC/Confidentiality Levels: MAC I – CSP,  MAC II – CSP,  MAC III – CSP
IA Controls: ECLP-1
SDID Description: The application server process runs with privileges not necessary for proper operation.
Reference: Application Services STIG, Appendix B.3.5
",,,
CCE-27659-2,The Tomcat user account should be locked or unlocked as appropriate.,(1) locked/unlocked,(1) via passwd,,,,,Using a Non-root User in the chroot Jail pg 145
