Unnamed: 0,Last modified: 2009-04-30,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
CCE-7157-1,.shosts files should exist or not as appropriate for all users.,exist/not exist,via filesystem,,10.8.10.5.2.6 (6)
CCE-6712-4,The /etc/hosts.equiv file should exist or not as appropriate.,exist/not exist,via filesystem,,10.8.10.5.2.6 (6)
CCE-7183-7,The use of NIS special characters  (+ or -) in the first field of the /etc/passwd file should be allowed or disallowed as appropriate.,set of allowed values,via Text editor,,10.8.10.5.2.6 (7)
CCE-7117-5,The use of NIS special characters  (+ or -) in the first field of the /etc/shadow file should be allowed or disallowed as appropriate.,set of allowed values,via Text editor,,10.8.10.5.2.6 (7)
CCE-7152-2,The use of NIS special characters  (+ or -) in the first field of the /etc/group file should be allowed or disallowed as appropriate.,set of allowed values,via Text editor,,10.8.10.5.2.6 (7)
CCE-7214-0,The /etc/shells file should exist or not as appropriate,exist/not exist,via /etc/shells,,10.8.10.5.2.6 (11)
CCE-6258-8,Shells referenced in /etc/passwd should be included in /etc/shells or not as appropriate,included/not included,via /etc/shells,,10.8.10.5.2.6 (12)
CCE-6536-7,Groups referenced in /etc/passwd should be included in /etc/group or not as appropriate.,included/not included,via /etc/group,,10.8.10.5.2.6 (15)
CCE-6324-8,The home directory for the root account should be set appropriately.,path,via /etc/passwd,,10.8.10.5.2.6 (16)
CCE-7258-7,The home directory for each user account should be set appropriately.,path,via /etc/passwd,,10.8.10.5.2.6 (17)
CCE-6260-4,Home directories referenced in /etc/passwd should exist or not as appropriate,exist/not exist,via filesystem,,10.8.10.5.2.6 (18)
CCE-7119-1,All device files should be located inside an appropriate path,path,via filesystem,,10.8.10.5.2.6 (24)
CCE-7105-0,The ntpd service should be enabled or disabled as appropriate.,enabled/disabled,via RC scripts,,10.8.10.5.3 (3)
CCE-6264-6,The Network Time Protocol (ntp) synchronization server should be set appropriately.,timeserver,via ntpd.conf,,
CCE-7201-7,All logon attempts should be logged or not logged as appropriate,logged/not logged,,,10.8.10.5.3 (4)
CCE-6902-1,All su (switch user) activity should be logged or not as appropriate,logged/not logged,,,10.8.10.5.3 (5)
CCE-7186-0,Filesystem logging/journaling should be performed or not as appropriate,performed/not performed,,,10.8.10.5.3 (6)
CCE-6267-9,Automount should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10.5.4.1 (12)
CCE-6276-0,Source-routed packets should be accepted or rejected as appropriate.,accepted/rejected,,,10.8.10.5.4.1 (2) a)
CCE-6885-8,Response to ICMP timestamp requests should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10.5.4.1 (2) c)
CCE-6485-7,Response to ICMP timestamp broadcast requests should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10.5.4.1 (2) d)
CCE-7017-7,Response to ICMP echo (ping) requests should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10.5.4.1 (2) e)
CCE-6285-1,Executable stack should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10.5.4.1 (3)
CCE-7053-2,The default gateway should be set appropriately.,IP address/disabled,via /etc/default/route.conf,,10.8.10.5.4.1 (4)
CCE-6713-2,The inetd service should be enabled or disabled as appropriate.,enabled/disabled,via RC scripts,,10.8.10.5.4.1 (5)
CCE-6541-7,echo service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #1
CCE-6585-4,netstat service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #2
CCE-6287-7,rcp service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #3
CCE-7156-3,chargen service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #4
CCE-7045-8,finger service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #5
CCE-6746-2,tftpd service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #6
CCE-7137-3,walld service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #7
CCE-7234-8,rstatd service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #8
CCE-6299-2,sprayd service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #9
CCE-6307-3,rusersd service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #10
CCE-6567-2,rlogin service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #11
CCE-7098-7,rsh service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #12
CCE-7067-2,ftp service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #13
CCE-7005-2,telnet service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #14
CCE-4909-8,DEPRECATED.,,,,
CCE-6630-8,inn service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #16
CCE-7145-6,uucp service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #17
CCE-6308-1,rexec service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #18
CCE-6803-1,inetd logging should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10.5.4.1 (11) #19
CCE-6604-3,font-service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #20
CCE-7058-1,imap2 service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #21
CCE-7274-4,pop3 service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #22
CCE-7149-8,ident service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #23
CCE-7118-3,rexd service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #24
CCE-6650-6,sadmin service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #25
CCE-7153-0,daytime service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #26
CCE-7307-2,dtspc (cde-spc) service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #27
CCE-6945-0,rquotad service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #28
CCE-6685-2,cmsd service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #29
CCE-7059-9,tooltalk service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #30
CCE-7275-1,xdmcp service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #31
CCE-7249-6,discard service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #32
CCE-4923-9,DEPRECATED.,,,,
CCE-7089-6,vino-server service should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1 (11) #34
CCE-6603-5,The bind service should be enabled or disabled as appropriate.,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1.1 (2)
CCE-6947-6,The version string reported by the bind service should be configured appropriately.,string,"via inetd
via inetd.conf",,10.8.10.5.4.1.1 (5)
CCE-7172-0,SSH Protocol v1 should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10.5.4.1.2 (2)
CCE-6321-4,TCP_WRAPPERS should be enabled or disabled as appropriate,enabled/disabled,"via inetd
via inetd.conf",,10.8.10.5.4.1.3 (1)
CCE-6322-2,SNMP version 1 should be enabled or disabled as appropriate,enabled/disabled,,,10.8.10.5.4.1.4 (1)
CCE-7189-4,The nfsd service should be enabled or disabled as appropriate,enabled/disabled,via RC scripts,,10.8.10.5.4.1.5 (1)
CCE-7154-8,The mountd service should be enabled or disabled as appropriate,enabled/disabled,via RC scripts,,10.8.10.5.4.1.5 (1)
CCE-6595-3,The statd service should be enabled or disabled as appropriate,enabled/disabled,via RC scripts,,10.8.10.5.4.1.5 (1)
CCE-7031-8,The lockd service should be enabled or disabled as appropriate,enabled/disabled,via RC scripts,,10.8.10.5.4.1.5 (1)
CCE-8602-5,NFS should be configured to respond or not as appropriate to client requests that do not include a user id .,respond/not respond,,,10.8.10.5.4.1.5 (1) a)
CCE-6877-5,NFS should be configured to respond or not as appropriate to client requests that do not originate from a privileged port,respond/not respond,,,10.8.10.5.4.1.5 (1) a)
CCE-7097-9,NFS should be configured with appropriate authentication methods,list of auth methods,"
via NFS
via /etc/exports",,10.8.10.5.4.1.5 (1) f)
CCE-7220-7,The read-only (ro) option should be enabled or disabled as appropriate for all NFS exports.,enabled/disabled,via /etc/exports,,10.8.10.5.4.1.5 (1) g)
CCE-7062-3,The nosuid option should be enabled or disabled for all NFS mounts as appropriate,enabled/disabled,via /etc/fstab,,10.8.10.5.4.1.5 (1) i)
CCE-6453-5,Sendmail should be enabled or disabled as appropriate,enabled/disabled,via RC scripts,,10.8.10.5.4.2.2 (1)
CCE-7299-1,The sendmail banner should be set appropriately.,string,via /etc/mail/sendmail.cf,,10.8.10.5.4.2.2 (3)
CCE-6643-1,The decode sendmail alias should be enabled or disabled as appropriate.,enabled/disabled,"via /etc/aliases
via /usr/lib/aliases",,10.8.10.5.4.2.2 (4) c)
CCE-6328-9,.forward files should be allowed or disallowed as appropriate for all users,allow/disallow,via rm,,10.8.10.5.4.2.2 (4) e)
CCE-6338-8,Programs executed through the aliases file should be owned by an appropriate user,user,via chown,,10.8.10.5.4.2.2 (4) f)
CCE-7158-9,Programs executed through the aliases file should reside a directory with an appropriate user owner,user,via chown,,10.8.10.5.4.2.2 (4) f)
CCE-6489-9,Sendmail vrfy command should be allowed or not as appropriate,allow/disallow,via /etc/mail/sendmail.cf,,10.8.10.5.4.2.2 (4) g)
CCE-7317-1,Sendmail expn command should be allowed or not as appropriate,allow/disallow,via /etc/mail/sendmail.cf,,10.8.10.5.4.2.2 (4) h)
CCE-7096-1,Sendmail should be configured with an appropriate logging level,logging level,via /etc/mail/sendmail.cf,,10.8.10.5.4.2.2 (4) i)
CCE-6696-9,Sendmail help command should be allowed or not as appropriate,allow/disallow,"via sendmail
via /etc/mail/sendmail.cf",,10.8.10.5.4.2.2 (4) k)
CCE-7193-6,DEPRECTATED in favor of CCE-8421-0 and CCE-8330-3,,,,
CCE-8421-0,NIS clinent should be enabled or disabled as appropriate,enabled/disabled,via RC scripts,,10.8.10.5.4.2.3 (1)
CCE-8330-3,NIS server should be enabled or disabled as appropriate,enabled/disabled,via RC scripts,,10.8.10.5.4.2.3 (1)
CCE-7290-0,NIS+ server should operate at an appropriate security level,security level,via NIS+,,10.8.10.5.4.2.3 (1) b)
CCE-7259-5,X-Windows should be enabled or disabled as appropriate,enabled/disabled,via Xwindows,,10.8.10.5.4.2.4 (1)
CCE-7038-3,Authorized X-clients should be listed or not in the X*.hosts file as appropriate,listed/not listed,via /etc/X*.hosts,,10.8.10.5.4.2.4 (2) b)
CCE-7228-0,X-Windows should write .Xauthority files to users' home directories or not as appropriate,write/not write,"via xdm
via gdm
via kdm",,10.8.10.5.4.2.4 (2) d)
CCE-7197-7,X11 forwarding via SSH should be enabled or disabled as appropriate.,enabled/disabled,via sshd_config,,10.8.10.5.4.2.4 (2) f)
CCE-7230-6,Samba should be enabled or disabled as appropriate,enabled/disabled,"via smbd
via RC scripts",,10.8.10.5.4.2.6 (1)
CCE-6557-3,Samba 'hosts allow' option should be configured with an appropriate set of networks,list of networks,"via smbd
via smb.conf",,10.8.10.5.4.2.6 (3) a)
CCE-6961-7,Samba 'security option' option should be set as appropriate,,"via smbd
via smb.conf",,10.8.10.5.4.2.6 (3) b)
CCE-6341-2,Samba 'encrypt' passwords option should be set as appropriate,yes/no,"via smbd
via smb.conf",,10.8.10.5.4.2.6 (3) c)
CCE-7264-5,Samba 'smb passwd file' option should be set to an appropriate password file or no password file,file/nothing,"via smbd
via smb.conf",,10.8.10.5.4.2.6 (3) d)
CCE-6783-5,IPv6 should be enabled or disabled as appropriate,enabled/disabled,via ifconfig,,10.8.10.5.4.3 (1)
CCE-6342-0,"The ""at"" utility directory permissions should be set as appropriate",permissions,via chmod,,10.8.10-1 A.1 1) #1
CCE-7251-2,at.allow file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #2
CCE-6367-7,at.deny file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #2
CCE-7215-7,Cron directory permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #5
CCE-7336-1,Crontab directory permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #5
CCE-6428-7,Cron log file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #6
CCE-7194-4,cron.allow file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #7
CCE-7181-1,cron.deny file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #7
CCE-7120-9,Crontab file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #8
CCE-7150-6,/dev/kmem file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #9
CCE-6378-4,/dev/mem file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #10
CCE-7029-2,/dev/null file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #11
CCE-7231-4,resolv.conf file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #13
CCE-7179-5,/etc/named.conf file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #14
CCE-6491-5,File permissions should be set appropriately for all user home directories.,permissions,via chmod,,10.8.10-1 A.1 1) #21
CCE-7337-9,/etc/exports file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #23
CCE-6668-8,/usr/bin/at file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #25
CCE-6936-9,/usr/bin/rdist file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #26
CCE-7174-6,/usr/sbin/sync file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #27
CCE-7063-1,Superuser account home directories' permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #29
CCE-7248-8,/etc/samba/smb.conf file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #31
CCE-7218-1,smbpassword executable permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #32
CCE-7376-7,Aliases file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #34
CCE-7217-3,File permissions should be set as appropriate for the log file configured to capture critical sendmail messages.,permissions,via chmod,,10.8.10-1 A.1 1) #35
CCE-7109-2,All files executed through /etc/aliases file entries should have file permissions set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #36
CCE-6933-6,/bin/csh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #37
CCE-7136-5,/bin/jsh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #38
CCE-7171-2,/bin/ksh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #39
CCE-7250-4,The /bin/rsh file should exist or not as appropriate,exist/not exist,via filesystem,,10.8.10-1 A.1 1) #40
CCE-7267-8,/bin/sh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #41
CCE-7003-7,/bin/bash file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #42
CCE-7329-6,/sbin/csh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #43
CCE-6721-5,/sbin/jsh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #44
CCE-6672-0,/sbin/ksh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #45
CCE-7309-8,The /sbin/rsh file should exist or not as appropriate,exist/not exist,via filesystem,,10.8.10-1 A.1 1) #46
CCE-7278-5,/sbin/sh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #47
CCE-7353-6,/sbin/bash file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #48
CCE-7269-4,/usr/bin/csh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #49
CCE-6490-7,/usr/bin/jsh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #50
CCE-7286-8,/usr/bin/ksh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #51
CCE-7348-6,The /usr/bin/rsh file should exist or not as appropriate,exist/not exist,via filesystem,,10.8.10-1 A.1 1) #52
CCE-7176-1,/usr/bin/sh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #53
CCE-6379-2,/usr/bin/bash file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #54
CCE-7292-6,snmpd.conf file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #56
CCE-7243-9,/tmp file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #57
CCE-7355-1,/usr/tmp file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #58
CCE-7095-3,traceroute executable file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #59
CCE-7113-4,.Xauthority file permissions should be set appropriately for all users.,permissions,via chmod,,10.8.10-1 A.1 1) #60
CCE-6439-4,/etc/aliases file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #61
CCE-7144-9,/etc/cron.d/at.allow file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #62
CCE-6927-8,/etc/cron.d/cron.allow file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #63
CCE-6645-6,/etc/csh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #64
CCE-6768-6,/etc/default/* file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #65
CCE-6861-9,/etc/default/login file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #66
CCE-6835-3,/etc/dfs file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #67
CCE-7293-4,/etc/fs file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #68
CCE-6624-1,The /etc/ftpusers file should exist or not as appropriate,exist/not exist,via filesystem,,10.8.10-1 A.1 1) #69
CCE-6950-0,/etc/host.lpd file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #70
CCE-6610-0,/etc/hostname* file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #71
CCE-7187-8,/etc/hosts file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #72
CCE-6953-4,/etc/inetd.conf file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #73
CCE-6390-9,/etc/issue file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #75
CCE-7008-6,/etc/jsh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #76
CCE-7184-5,/etc/ksh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #77
CCE-6392-5,/etc/mail/aliases file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #78
CCE-6615-9,/etc/motd file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #79
CCE-7087-0,/etc/netconfig file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #80
CCE-6805-6,/etc/notrouter file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #81
CCE-7069-8,/etc/pam.conf file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #82
CCE-6399-0,/etc/passwd file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #83
CCE-7289-2,The /etc/rsh file should exist or not as appropriate,exist/not exist,via filesystem,,10.8.10-1 A.1 1) #84
CCE-6778-5,/etc/security file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #85
CCE-6394-1,/etc/services file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #86
CCE-7022-7,/etc/sh file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #87
CCE-6991-4,/etc/shadow file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #88
CCE-6733-0,/etc/syslog.conf file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #89
CCE-6562-3,/etc/ufs file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #90
CCE-7011-0,/etc/vfstab file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #91
CCE-6400-6,/etc/vold.conf file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #92
CCE-7272-8,/var/adm/loginlog file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #93
CCE-7347-8,/var/adm/messages file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #94
CCE-6990-6,/var/adm/sulog file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #95
CCE-7210-8,/var/adm/utmp file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #96
CCE-7240-5,/var/adm/wtmp file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #97
CCE-6928-6,/var/adm/authlog file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #98
CCE-7020-1,/var/adm/syslog file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #99
CCE-7159-7,/var/mail file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #100
CCE-7397-3,/var/tmp file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #101
CCE-7273-6,/usr/lib/pt_chmod file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #103
CCE-7366-8,/usr/lib/embedded_us file permissions should be set appropriately,permissions,via chmod,,10.8.10-1 A.1 1) #104
