Unnamed: 0,Last modfied: 2011-10-07,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
CCE-17167-8,"Enable or disable the Active Context Handler ""servlet.HttpServletResponse"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-18007-5,"Enable or disable the Active Context Handler ""channel.RemotePort""as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17825-1,"Enable or disable the Active Context Handler ""channel.Protocol"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17877-2,"Enable or disable the Active Context Handler ""channel.Address"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17176-9,"Enable or disable the Active Context Handler ""channel.PublicAddress"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-18120-6,"Enable or disable the Active Context Handler ""channel.RemoteAddress"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17812-9,"Enable or disable the Active Context Handler ""channel.ChannelName"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-18009-1,"Enable or disable the Active Context Handler ""channel.Secure"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17296-5,"Enable or disable the Active Context Handler ""ejb20.Parameter"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17798-0,"Enable or disable the Active Context Handler ""wsee.SOAPmessage"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17335-1,"Enable or disable the Active Context Handler ""entitlement.EAuxilaryID"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17736-0,"Enable or disable the Active Context Handler ""security.ChainPrevalidatedBySSL"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-18023-2,"Enable or disable the Active Context Handler ""xml.SecurityToken"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17789-9,"Enable or disable the Active Context Handler ""webservice.Integrity"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17287-4,"Enable or disable the Active Context Handler ""saml.SSLClientCertificateChain"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17948-1,"Enable or disable the Active Context Handler ""saml.SSLClientCertificateChain"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17970-5,"Enable or disable the Active Context Handler ""saml.MessageSignerCerficate"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17304-7,"Enable or disable the Active Context Handler ""saml.subject.ConfirmationMethod"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-18088-5,"Enable or disable the Active Context Handler ""saml.subject.dom.KeyInfo"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17179-3,"Enable or disable the Active Context Handler ""jmx.ObjectName"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17893-9,"Enable or disable the Active Context Handler ""jmx.ShortName"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17558-8,"Enable or disable the Active Context Handle ""jmx.Parameters"" as appropriate",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17713-9,"Enable or disable the Active Context Handler ""jmx.Signature"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17805-3,"Enable or disable the Active Context Handle ""jmx.AuditProtectedArgInfo"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-18091-9,"Enable or disable the Active Context Handler ""jmx.OldAttributeValue"" as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Auditing > WebLogic Auditing Provider > Provider Specific > Active Context Handler Entries",,,"link down to section 4.6.1, ""auditing context handler elements""",
CCE-17738-6,"Set the ""minimum password length"" field appropriately.",(1) number of characters,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Authentication > DefualtAuthenticator > Configuration > Minimum Password Length field",,,"link down to section 5.3, ""configuring the default authentication provider""",
CCE-17254-4,"Enable or disable the ""Reject if Password Contains the User Name"" attribute as appropriate.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Password Validation > System Password Validator > Provider Specific > User Name Policies section",,,"link down to section 5.8.1, Table 5-7",
CCE-18038-0,"Enable or disable the ""Reject if Password Contains the User Name Reversed"" setting.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Password Validation > System Password Validator > Provider Specific > Reject if Password Contains the user Name Reversed field",,,"link down to section 5.8.1, Table 5-7",
CCE-17182-7,"Set the ""maximum password length"" field appropriately.",(1) number of characters,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Password Validation > System Password Validator > Provider Specific > Maximum Password Length field ",,,"link down to section 5.8.1, Table 5-7",
CCE-17601-6,"Set the ""minimum password length"" field appropriately.",(1) number of characters,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Password Validation > System Password Validator > Provider Specific > Minimum Password Length field ",,,"link down to section 5.8.1, Table 5-7",
CCE-17892-1,"Set the ""maximum instances of any character"" field appropriately.",(1) number of characters,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Password Validation > System Password Validator > Provider Specific > Maximum Instances of Any Character field ",,,"link down to section 5.8.1, Table 5-7",
CCE-18028-1,"Set the ""maximum consecutive characters"" field appropriately.",(1) number of characters,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Password Validation > System Password Validator > Provider Specific > Maximum Consecutive Characters field ",,,"link down to section 5.8.1, Table 5-7",
CCE-17183-5,"Set the ""minimum number of alphabetic characters"" field appropriately.",(1) number of characters,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Password Validation > System Password Validator > Provider Specific > Minimum Number of Alphabetic Characters field ",,,"link down to section 5.8.1, Table 5-7",
CCE-17186-8,"Set the ""minimum number of numeric characters"" field appropriately.",(1) number of characters,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Password Validation > System Password Validator > Provider Specific > Minimum Number of Numeric Characters field ",,,"link down to section 5.8.1, Table 5-7",
CCE-17561-2,"Set the ""minimum number of lower case characters"" field appropriately.",(1) number of characters,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Password Validation > System Password Validator > Provider Specific > Minimum Number of Lower Case Characters field ",,,"link down to section 5.8.1, Table 5-7",
CCE-17979-6,"Set the ""minimum number of upper case characters"" field appropriately",(1) number of characters,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Password Validation > System Password Validator > Provider Specific > Minimum Number of Upper Case Characters field ",,,"link down to section 5.8.1, Table 5-7",
CCE-17618-0,"Set the ""minimum number of non-alphanumeric characters"" field appropriately.",(1) number of characters,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Password Validation > System Password Validator > Provider Specific > Minimum Number of Non-Alphanumeric Characters field ",,,"link down to section 5.8.1, Table 5-7",
CCE-17763-4,"Enable or disable the ""Lockout Enabled"" setting.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Configuration > User Lockout > Lockout Enabled attribute",,,"section 3.3. bullet 8 (link down to section 13.7, ""protecting user accounts"")",
CCE-17393-0,Set permissions on the SerializedSystemIni.dat file permissions appropriately.,(1) permissions,(1) via chmod,,,"section 3.3. (link down to section 13.6, ""How Passwords Are Protected in WebLogic Server"")",
CCE-17913-5,"Define the ""Lockout Threshold"" in the Security Realm appropriately.",(1) number of invalid login attempts,"(1) via the Administration Console, Security Realm > Name of the active Realm > User Lockout > Lockout Threshold field",,,,"BEA WebLogic Server Domain Configuration Schema Reference, See element lockout-threshold"
CCE-18068-7,"Define the ""Lockout Duration"" in the Security Realm appropriately.",(1) number of minutes,"(1) via the Administration Console, Security Realm > Name of the active Realm > User Lockout > Lockout Duration field",,,,"Report Number: I733-033R-2006
Date: December 2006
Oracle Application Server Security
Recommendations
and
DoDI 8500.2 IA Controls can be reached at:  http://www.nsa.gov/ia/_files/app/I733-033R-2006.PDF, p.27 bullet 4 under ""OAS Identity Management'"
CCE-17464-9,"Define the ""Lockout Reset Duration"" in the Security Realm appropriately.",(1) number of minutes,"(1) via the Administration Console, Security Realm > Name of the active Realm > User Lockout > Lockout Reset Duration field",,,,"BEA WebLogic Server Domain Configuration Schema Reference, See element lockout-reset-duration"
CCE-17856-6,"Enable or disable the ""Require Unanimous Permit"" setting.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Adjudication > DefaultAdjudicator > Provider Specific > Require Unanimous Permit attribute",,,"link down to section 4.4, ""configuring the WebLogic communication provider""",
CCE-17794-9,"Set the ""Host Name Verification""  appropriately on the Administration Server.",(1) name of host,"(1) via the Administration Console, Environment > Servers > Administration Server > Configuration > SSL > Advanced > Host Name Verification setting",,,"link down to section 12.4,""using host name verification ",
CCE-18186-7,"Define the ""Minimum Number of Non-Alphabetic Characters"" appropriately.",(1) number of characters,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Password Validation > System Password Validator > Provider Specific > Minimum Number of Non-Alphabetic Characters field ",,,"link down to section 5.8.1  Table 5-7, ""Password Composition Rules and Default Values"" scroll to p70",
CCE-17189-2,"Enable or disable the ""SSL Enabled"" setting for the appropriate LDAP Server connections.",(1) enabled/disabled,"(1) via the Administration Console, Security Realm > Name of the active Realm > Providers > Configuration > Provider Specific > SSL enabled box",,,,"Report Number: I33-004R-2005
BEA WebLogic Platform Security Guide
Network Applications Team of the Systems and Network Attack Center (SNAC)
Publication Date: 4 April 2005
Version Number: 1.0 ""Security Service Provides"" p25,28"
CCE-17956-4,"Set the ""Host Name Verification""  appropriately on all servers.",(1) Custom Hostname Verifier/BEA Hostname Verifier/None,"(1) via the Administration Console, Environment > Servers > Server Name > Configuration > SSL > Advanced > Host Name Verification setting",,,"link down to section 12.4,""using host name verification"" ",
CCE-17960-6,"Change and set ""Domain Credentials"" appropriately.",(1) credential ,"(1) via the Administration console, Security > General > Advanced > Domain Credential field",,,"link down to 13.2.2, ""Enabling Global Trust""",
CCE-17947-3,"Enable or disable the ""Configuration Archive Enabled"" box appropriately.",(1) enabled/disabled,"(1) via the Administration Console, Domain Structure > Domain Name > Configuration > General > Advanced > Configuration Archive Enabled checkbox",,,,"Introduction to Oracle WebLogic Server, 3 domain configuration files"
CCE-17951-5,"Set the ""Archive Configuration Count"" appropriately.",(1) number of archive files,"(1) via the Administration Console, Domain Structure > Domain Name > Configuration > General > Advanced > Archive Configuration Count field",,,,"BEA WebLogic Server 10.0 Domain Configuration Schema Reference, See element archive-config-count"
CCE-17973-9,"Set the password field appropriately for the ""Default Administrator"".",(1) password,"(1) via the Administration console, Domain Name > Security Realm > Security Realm of interest > Users and Groups > WebLogic user account > Passwords > Password field",,,,"BEA WebLogic Server 10.0 Security Schema Reference, See element administration-port-enabled"
CCE-17603-2,"Set the appropriate ""SSL Listen Port"" value on each server.",(1) numerical value,"(1) via the Administration Console, Domain Structure > Environment > Servers > Server Name > SSL Listen Port field",,,,"BEA WebLogic Platform Security Guide
Network Applications Team of the Systems and Network Attack Center (SNAC), p. 24 ""Domains and Realms"""
CCE-17964-8,"Set the ""Administration Console Session Timeout"" field appropriately.",(1) numerical value,"(1) via the Administration Console, Domain Structure > Domain Name > Configuration > General > Advanced > Console Session Timeout field",,,,"Oracle® Fusion Middleware Release Notes
11g Release 1 (11.1.1); See Web Applications Issues and Workarounds
http://download.oracle.com/docs/cd/E12839_01/doc.1111/e14770/weblogic_server_issues.htm#BCFCJGIF"
CCE-17969-7,"Enable or disable the ""Production  Mode"" appropriately.",(1) enabled/disabled,"(1) via the Administration Console, Base_Domain > Configuration > General > Production mode checkbox",,"link down to section 2.4,""install WebLogic server in a secure manner""",,
CCE-17991-1,Enable or disable the WebLogic Auditing provider as appropriate.,(1) enabled/disabled,"(1) via the Administration Console, Security Realms > name of the Active Realm > Providers > Auditing",,,"link down to 4.6, ""Configuring the WebLogic Auditing Provider""",
CCE-17872-3,"Set the appropriate ""Invocation Timeout Seconds"" value.",(1) seconds,"(1) via the Administration Console, Console > Domain Structure > Domain Name > Configuration > General > Advanced > Invocation Timeout Seconds field",,"link down to section 2.4,""install WebLogic server in a secure manner""",,
CCE-17612-3,"Enable or disable the ""Anonymous Admin Lookup Enabled"" setting.",(1) enabled/disabled,"(1) via the Administration Console, Domain Name > Security > Anonymous Admin Lookup Enabled box",,,,"BEA WebLogic Server 10.0 Security Schema Reference, See element anonymous-admin-lookup-enabled"
CCE-17196-7,"Enabled or disable the ""Web App Files Case Insensitive"" setting.",(1) enabled/disabled,"(1) via the Administration Console, Domain > Security > General > Advanced > Web App Files Case Insensitive textbox",,,,"BEA WebLogic Server 10.0 Security Schema Reference, See element web-app-files-case-insensitive"
CCE-17201-5,"Enable or disable the ""Enable Administration Port"" setting.",(1) enabled/disabled,"(1) via the Administration Console, Domain Structure > Configuration > General > Enable Administration Port attribute",,,,"Oracle® Fusion Middleware Configuring Server Environments for Oracle WebLogic Server 11g Release 1 (10.3.3), link down to 4.2.3.2, ""Administration Port and Administrative Channel"""
CCE-18144-6,"Enable or disable the ""SSL Rejection Logging Enabled"" setting on all servers.",(1) enabled/disabled,"(1) via the Administration Console, Environment > Servers > Server Name > Configuration > SSL > Advanced > SSL Rejection Logging Enabled attribute",,,"link down to 12, ""Configuring SSL""",
CCE-17963-0,"Set the ""Export Key Lifespan"" as appropriate on each Server.",(1) numerical value,"(1) via the Administration Console, Environment > Servers > Server Name > Configuration > SSL > Advanced > Export Key Lifespan attribute",,,,"BEA WebLogic Server 9.0 Domain Configuration Schema Reference, element export-key-lifespan"
CCE-17844-2,"Enable or disable the ""Client Cert Proxy Enabled"" setting on the Administration Server.",(1) enabled/disabled,"(1) via the Administration Console, Environment > Servers > AdminServer > Configuration > General > Client Cert Proxy Enabled checkbox",,,,"Oracle® Fusion Middleware Developing Web Applications, Servlets, and JSPs for Oracle WebLogic Server 11g Release 1 (10.3.1), link down to B.13.13, ""client-cert-proxy-enabled"""
CCE-18077-8,"Enable or disable the ""Client Cert Proxy Enabled"" setting on the managed server.",(1) enabled/disabled,(1) via the Administration Console > Environment > Servers > Managed Servers > Client Cert Proxy Enabled checkbox,,,,"Oracle® Fusion Middleware Developing Web Applications, Servlets, and JSPs for Oracle WebLogic Server 11g Release 1 (10.3.1), link down to B.13.13, ""client-cert-proxy-enabled"""
CCE-18082-8,"Set the ""Frontend Host"" attribute appropriately for each server.",(1) name of server,"(1) via the Administration Console, Domain > Environment > Servers > Server Name > Protocols > HTTP > Frontend Host field",,"p30 Table 3-4, ""Securing Applications""",,
CCE-17478-9,"Set the ""Check Roles and Policies"" appropriately.",(1) AllWebApplicationsAndEJBs/WebApplicationsAndEJBsProtectedInDD,"(1) via the Administration Console, Security Realm > Name of the Active Realm > Configuration > General > Advanced > Check Roles and Policies setting",,,,"Oracle® Fusion Middleware
Securing Resources Using Roles and Policies for Oracle
WebLogic Server
11g Release 1 (10.3.1)
E13747-01. link down to 4.2.1, ""Understanding the Check Roles and Policies Setting"" and 4.2.2, ""Understanding the When Deploying Web Applications or EJBs Setting"""
CCE-17482-1,"Set the ""Security Model Default"" appropriately.",(1) DDOnly/CustomRoles/CustomRolesAndPolices/Advanced,"(1) via the Administration Console, Security Realm > Name of the Active Realm > Configuration > General > Security Model Default setting",,,,"Oracle® Fusion Middleware Securing Resources Using Roles and Policies for Oracle WebLogic Server 11g Release 1 (10.3.5), See 4 Options for Securing Web Application and EJB Resources"
CCE-17346-8,"Set the ""When Deploying Web Applications or EJBS"" appropriately.",(1) IgnoreRolesAndPoliciesFromDD/InitializeRoleAndPoliciesFromDD,"(1) via the Administration Console, Security Realm > Name of the Active Realm > Settings > Advanced > When Deploying Web Applications or EJBs setting",,,,Oracle® eDocs > Securing WebLogic Resources Using Roles and Policies > Options for Securing Web Application and EJB Resources
CCE-17208-0,"Set the ""Configuration Audit Type"" field appropriately.",(1) Change None/Change Log/Change Audit/ Change and Audit,"(1) via the Administration Console, Domain Structure > Domain Name > Configuration > General > Advanced > Configuration Audit Type field",,,"link down to 4.6.2 ""Enable Configuration Auditing""",
CCE-18128-9,Set the EditMBeanServerEnabled attribute appropriately on the Administration Server,(1) True/False,"(1) via the Administration Console, Environment > Servers > Administration Server > Configuration then via WLST or via the Management APIs",,,,"The WebLogic Server Mbean Reference: JMXM Bean - EditMBeanServerEnabled 
http://download.oracle.com/docs/cd/E12840_01/wls/docs103/wlsmbeanref/core/index.html"
CCE-17507-5,Enable or disable two-way SSL appropriately for each server.,(1) enabled/disabled,"(1) via the Administration Console, Environment > Servers > Configuration > SSL > Advanced > Two Way Client Cert Behavior attribute",,,,"Oracle® Fusion Middleware Securing Oracle WebLogic Server 11g Release 1 (10.3.5), See 12 Configuring SSL"
CCE-17210-6,"Set the Embedded LDAP ""Timeout"" appropriately.",(1) seconds,"(1) via the Administration Console, Domain > Security > Embedded LDAP > Timeout field",,,,The WebLogic Server Mbean Reference: EmbeddedLDAPMBean - Timeout
CCE-18126-3,"Enable or disable the ""Anonymous Bind Allowed"" setting.",(1) enabled/disabled,"(1) via the Administration Console, Domain > Security > Embedded LDAP > Anonymous Bind Allowed checkbox",,,,"Oracle® Fusion Middleware Administrator's Guide for Oracle Internet Directory
11g Release 1 (11.1.1);
See Introduction to Anonymous Binds
01http://download.oracle.com/docs/cd/E12839_01/oid.1111/e10029/authentication.htm#OIDAG2564"
CCE-18148-7,"Set the Server ""Post Timeout"" field appropriately for each server.",(1) seconds,"(1) via the Administration Console, Domain > Environment > Servers > Server Name > Protocols > HTTP > Post Timeout Field",,,,"Oracle BEA Administration Console Online Help;
http://download.oracle.com/docs/cd/E13222_01/wls/docs81/ConsoleHelp/domain_server_protocols_http.html "
CCE-18152-9,"Set the HTTP ""Duration"" appropriately for each server.",(1) seconds,"(1) via the Administration Console, Domain > Environment > Servers > Server Name > Protocols > HTTP . HTTP Duration Field",,,,"Oracle® Fusion Middleware Administrator's Guide for Oracle HTTP Server
11g Release 1 (11.1.1); See Introduction to Oracle HTTP Server; http://download.oracle.com/docs/cd/E12839_01/web.1111/e10144/intro_ohs.htm#HSADM101 "
CCE-17513-3,"Set the ""HTTPS Duration"" appropriately for each server.",(1) seconds,"(1) via the Administration Console, Domain > Environment > Servers > Server Name > Protocols > HTTP > HTTPS Duration Field",,,,"BEA WebLogic Server 10.0 Domain Configuration Schema Reference, See element https-keep-alive-secs
"
CCE-17769-1,"Set the ""HTTP Maximum Message Size"" appropriately for each server.",(1) bytes,"(1) via the Administration Console, Domain > Environment > Servers > Server > Protocols > HTTP > HTTP Maximum Size field",,,," BEA WebLogic Server 10.0 Domain Configuration Schema Reference, See element max-http-message-size"
CCE-17650-3,"For the Managed Server, create a ""Connection Filter"" if necessary.",(1) connection filter,"In order to configure a connection filter, follow the instructions under the ""Configuring Connection Filtering"" section of the following URL:    http://download-llnw.oracle.com/docs/cd/E13222_01/wls/docs81/secmanage/domain.html#1107380",,,"
link down to 13.3, ""Using Connection Filters""",
CCE-17214-8,Create a connection filter for the appropriate serves and machines.,(1) connection filter,"In order to configure a connection filter, follow the instructions under the ""Configuring Connection Filtering"" section of the following URL:    http://download-llnw.oracle.com/docs/cd/E13222_01/wls/docs81/secmanage/domain.html#1107380",,,,"Oracle® Fusion Middleware Securing Oracle WebLogic Server 11g Release 1 (10.3.5), See 13 Configuring Security for a WebLogic Domain"
CCE-18147-9,"Set the ""Keystore"" file permissions as appropriate.",(1) value,(1) via chmod,,,,"Oracle® Fusion Middleware Securing Oracle WebLogic Server 11g Release 1 (10.3.1), See ""11 Configuring Identity and Trust"""
CCE-18024-0,"Set the ""Keystores"" permission value appropriately in directories.",(1) value,(1) via chmod,,,"link down to 11, ""Configuring Identity and Trust""",
CCE-18046-3,Set the premissions to the Weblogic Server Product Installation directory appropriately.,(1) value,(1) via chmod,,,,"Oracle® Fusion Middleware Installation Guide for Oracle WebLogic Server
11g Release 1 (10.3.1) -- See Choosing a Product Installation Directory;
http://download.oracle.com/docs/cd/E12839_01/doc.1111/e14142/prepare.htm#WLSIG112"
